payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
6.30,-73.00,-7.00,33.00,15.00,2.00,26.39,125.03,36000.00,10914.26,0.30,1910.00,36.00,1720.00,0.00,0.00,1.91,666.03,3.66
6.00,-88.00,-6.00,16.00,15.00,1.00,21.03,120.01,29000.00,11029.60,0.38,2281.99,29.00,1720.00,0.00,0.00,2.28,666.03,3.63
6.05,-93.00,-6.00,12.00,14.00,10.00,25.54,120.99,41000.00,12842.10,0.31,1895.00,41.00,1720.00,0.00,0.00,1.89,666.03,3.11
6.00,-87.00,-7.00,17.00,15.00,7.00,37.65,120.00,51000.00,10837.46,0.21,1275.00,51.00,1720.00,0.00,0.00,1.27,666.03,3.69
6.00,-100.00,-7.00,5.00,10.00,8.00,19.43,120.00,58000.00,23876.54,0.41,2470.00,58.00,1720.00,0.00,0.00,2.47,666.03,1.68
