payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
3.50,-83.00,-7.00,23.00,15.00,5.00,25.36,68.97,34000.00,10724.54,0.32,1104.00,34.00,1815.00,1.43,14.86,1.10,1198.08,3.73
4.55,-89.00,-8.00,11.00,10.00,7.00,23.30,91.00,70000.00,24030.72,0.34,1562.00,70.00,1815.00,2.43,18.53,1.56,1198.08,1.66
6.90,-95.00,-10.00,2.00,8.00,12.00,23.69,137.11,100000.00,33767.96,0.34,2330.00,100.00,1815.00,3.62,18.48,2.33,1198.08,1.18
4.50,-92.00,-9.00,14.00,15.00,4.00,25.14,90.00,34000.00,10819.50,0.32,1432.00,34.00,1815.00,1.98,16.20,1.43,1198.08,3.70
4.50,-90.00,-7.00,10.00,15.00,7.00,16.36,90.00,22000.00,10760.38,0.49,2201.00,22.00,1815.00,3.58,19.41,2.20,1198.08,3.72
3.50,-79.00,-6.00,19.00,15.00,7.00,28.08,70.00,38000.00,10824.51,0.28,997.00,38.00,1815.00,1.09,6.81,1.00,1198.08,3.70
4.65,-96.00,-9.00,10.00,9.00,5.00,23.86,93.01,82000.00,27491.98,0.34,1559.00,82.00,1815.00,2.53,19.42,1.56,1198.08,1.45
6.20,-99.00,-12.00,-3.00,6.00,10.00,14.50,123.99,100000.00,55177.36,0.55,3421.01,100.00,1815.00,4.50,15.23,3.42,1198.08,0.72
4.75,-95.00,-11.00,0.00,7.00,10.00,22.43,94.99,51000.00,18188.14,0.36,1694.00,51.00,1815.00,2.08,13.50,1.69,1198.08,2.20
4.00,-87.00,-7.00,21.00,15.00,8.00,24.92,80.01,33000.00,10592.97,0.32,1284.00,33.00,1815.00,2.00,18.55,1.28,1198.08,3.78
4.35,-95.00,-7.00,12.00,9.00,5.00,23.15,87.00,79000.00,27295.74,0.35,1503.00,79.00,1815.00,2.23,17.53,1.50,1198.08,1.47
3.70,-79.00,-7.00,22.00,15.00,2.00,26.41,74.00,36000.00,10906.98,0.30,1121.00,36.00,1815.00,1.25,8.30,1.12,1198.08,3.67
4.05,-85.00,-9.00,19.00,15.00,5.00,29.89,81.00,39000.00,10438.48,0.27,1084.00,39.00,1815.00,1.28,12.50,1.08,1198.08,3.83
