payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
6.05,-90.00,-11.00,4.00,7.00,12.00,8.98,128.34,21000.00,18715.95,0.89,5391.99,21.00,860.00,5.94,14.77,5.39,944.07,2.14
1.35,-89.00,-6.00,19.00,13.00,10.00,21.09,20.07,39000.00,14791.08,0.38,512.00,39.00,2630.00,0.66,14.88,0.51,944.07,2.70
4.20,-97.00,-5.00,22.00,11.00,8.00,30.88,84.59,76000.00,19687.53,0.26,1088.00,76.00,2630.00,1.30,12.77,1.09,944.07,2.03
0.50,-95.00,-5.00,21.00,11.00,8.00,13.65,9.21,34000.00,19923.97,0.59,293.00,34.00,2630.00,0.47,18.98,0.29,944.07,2.01
0.60,-96.00,-5.00,16.00,11.00,8.00,16.84,11.98,43000.00,20424.89,0.47,285.00,43.00,2630.00,0.45,18.81,0.28,944.07,1.96
0.50,-92.00,-6.00,16.00,12.00,8.00,9.01,10.13,20000.00,17759.94,0.89,444.00,20.00,2630.00,0.67,17.81,0.44,944.07,2.25
2.15,-106.00,-7.00,28.00,13.00,9.00,9.91,44.35,18000.00,14533.90,0.81,1736.00,18.00,2630.00,2.48,16.86,1.74,944.07,2.75
0.55,-105.00,-6.00,28.00,9.00,9.00,6.75,9.87,24000.00,28450.81,1.19,652.00,24.00,2630.00,0.94,16.92,0.65,944.07,1.41
0.60,-81.00,-5.00,28.00,15.00,7.00,17.84,35.63,24000.00,10759.98,0.45,269.00,24.00,2630.00,0.28,5.66,0.27,944.07,3.72
1.70,-86.00,-6.00,20.00,15.00,4.00,25.61,34.27,34000.00,10619.94,0.31,531.00,34.00,2630.00,0.63,12.62,0.53,944.07,3.77
0.50,-88.00,-5.00,34.00,14.00,4.00,15.69,9.72,26000.00,13259.98,0.51,255.00,26.00,2630.00,0.29,9.83,0.26,944.07,3.02
0.65,-91.00,-7.00,32.00,14.00,4.00,18.51,13.02,30000.00,12969.19,0.43,281.00,30.00,2630.00,0.35,13.72,0.28,944.07,3.08
0.55,-91.00,-6.00,35.00,15.00,4.00,14.92,11.01,20000.00,10727.24,0.54,295.00,20.00,2630.00,0.33,10.25,0.30,944.07,3.73
0.70,-91.00,-6.00,22.00,12.00,4.00,17.45,14.19,38000.00,17425.70,0.46,321.00,38.00,2630.00,0.44,15.84,0.32,944.07,2.30
0.60,-92.00,-6.00,24.00,12.00,5.00,16.78,11.79,36000.00,17159.91,0.48,286.00,36.00,2630.00,0.40,16.19,0.29,944.07,2.33
0.50,-92.00,-6.00,25.00,12.00,5.00,16.74,9.99,36000.00,17207.90,0.48,239.00,36.00,2630.00,0.33,16.19,0.24,944.07,2.32
0.75,-88.00,-6.00,19.00,15.00,5.00,12.27,15.43,17000.00,11083.94,0.65,489.00,17.00,2630.00,0.60,13.52,0.49,944.07,3.61
0.90,-77.00,-5.00,40.00,15.00,6.00,3.03,19.73,4000.00,10573.30,2.64,2379.00,4.00,2630.00,2.62,7.09,2.38,944.07,3.78
0.55,-90.00,-5.00,35.00,15.00,6.00,4.19,9.64,6000.00,11443.58,1.91,1049.00,6.00,2630.00,1.19,10.69,1.05,944.07,3.50
0.50,-90.00,-6.00,31.00,10.00,6.00,5.96,9.63,18000.00,24155.93,1.34,671.00,18.00,2630.00,0.76,10.69,0.67,944.07,1.66
0.65,-93.00,-7.00,23.00,15.00,4.00,14.29,12.69,19000.00,10639.94,0.56,364.00,19.00,2630.00,0.53,17.31,0.36,944.07,3.76
0.75,-86.00,-9.00,22.00,15.00,4.00,17.19,15.00,23000.00,10702.65,0.47,349.00,23.00,2630.00,0.39,7.78,0.35,944.07,3.74
0.75,-87.00,-8.00,23.00,14.00,4.00,15.83,15.20,26000.00,13138.61,0.51,379.00,26.00,2630.00,0.54,16.77,0.38,944.07,3.04
0.55,-87.00,-6.00,27.00,14.00,5.00,13.46,10.76,22000.00,13079.96,0.59,327.00,22.00,2630.00,0.37,10.72,0.33,944.07,3.06
0.50,-88.00,-8.00,26.00,12.00,5.00,13.89,9.95,30000.00,17279.99,0.58,288.00,30.00,2630.00,0.41,16.92,0.29,944.07,2.31
0.85,-91.00,-7.00,22.00,15.00,5.00,18.53,17.09,25000.00,10794.07,0.43,367.00,25.00,2630.00,0.53,17.12,0.37,944.07,3.71
4.60,-92.00,-6.00,24.00,13.00,9.00,31.89,92.81,58000.00,14550.38,0.25,1154.00,58.00,2630.00,1.65,16.89,1.15,944.07,2.75
0.60,-94.00,-6.00,34.00,12.00,9.00,13.22,11.20,28000.00,16939.92,0.60,363.00,28.00,2630.00,0.41,10.73,0.36,944.07,2.36
0.60,-99.00,-6.00,24.00,11.00,9.00,12.73,11.98,32000.00,20106.66,0.63,377.00,32.00,2630.00,0.59,18.52,0.38,944.07,1.99
6.05,-109.00,-12.00,-3.00,6.00,27.00,1.63,150.46,12000.00,58790.03,4.90,29640.07,12.00,860.00,46.98,20.50,29.64,944.07,0.68
