payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
5.20,-110.00,-12.00,1.00,13.00,14.00,4.35,130.65,8000.00,14709.16,1.84,9560.99,8.00,1865.00,16.55,20.61,9.56,1037.10,2.72
6.05,-114.00,-11.00,0.00,8.00,17.00,5.98,119.52,26000.00,34766.80,1.34,8089.99,26.00,2630.00,14.71,21.44,8.09,1037.10,1.15
1.90,-101.00,-7.00,18.00,14.00,6.00,18.05,30.73,30000.00,13294.70,0.44,842.00,30.00,2630.00,1.19,16.69,0.84,1037.10,3.01
2.20,-94.00,-6.00,21.00,15.00,6.00,10.47,44.80,14000.00,10697.23,0.76,1681.00,14.00,2630.00,2.70,19.17,1.68,1037.10,3.74
1.60,-96.00,-6.00,28.00,10.00,10.00,17.27,31.03,52000.00,24082.44,0.46,741.00,52.00,2630.00,0.86,11.83,0.74,1037.10,1.66
0.60,-98.00,-6.00,27.00,11.00,10.00,8.65,12.18,22000.00,20349.93,0.92,555.00,22.00,2630.00,0.64,11.83,0.55,1037.10,1.97
0.70,-107.00,-8.00,25.00,12.00,10.00,8.08,13.81,17000.00,16829.93,0.99,693.00,17.00,2630.00,1.01,17.14,0.69,1037.10,2.38
0.55,-84.00,-5.00,26.00,15.00,6.00,17.12,66.55,23000.00,10747.22,0.47,257.00,23.00,2630.00,0.32,14.19,0.26,1037.10,3.72
0.80,-86.00,-6.00,20.00,14.00,6.00,19.81,16.08,32000.00,12919.96,0.40,323.00,32.00,2630.00,0.37,11.31,0.32,1037.10,3.10
2.30,-91.00,-7.00,29.00,12.00,5.00,26.98,46.38,58000.00,17198.18,0.30,682.00,58.00,2630.00,0.86,14.30,0.68,1037.10,2.33
1.30,-90.00,-5.00,19.00,15.00,5.00,21.58,25.97,29000.00,10752.29,0.37,482.00,29.00,2630.00,0.65,15.77,0.48,1037.10,3.72
0.55,-79.00,-4.00,40.00,13.00,7.00,8.16,10.88,15000.00,14699.94,0.98,539.00,15.00,2630.00,0.59,7.23,0.54,1037.10,2.72
0.55,-89.00,-5.00,21.00,10.00,7.00,8.27,10.97,26000.00,25148.99,0.97,532.00,26.00,2630.00,0.67,14.16,0.53,1037.10,1.59
0.50,-84.00,-6.00,38.00,1.00,7.00,3.89,10.55,100000.00,205399.44,2.05,1027.00,100.00,2630.00,1.26,13.50,1.03,1037.10,0.19
1.05,-89.00,-8.00,24.00,15.00,5.00,19.40,20.37,26000.00,10721.87,0.41,433.00,26.00,2630.00,0.55,14.25,0.43,1037.10,3.73
0.85,-85.00,-9.00,26.00,15.00,5.00,17.26,16.96,23000.00,10661.17,0.46,394.00,23.00,2630.00,0.44,9.59,0.39,1037.10,3.75
0.60,-87.00,-9.00,25.00,15.00,5.00,15.53,11.90,21000.00,10814.99,0.51,309.00,21.00,2630.00,0.44,16.80,0.31,1037.10,3.70
0.55,-88.00,-9.00,27.00,13.00,5.00,13.41,11.03,25000.00,14909.02,0.60,328.00,25.00,2630.00,0.40,13.27,0.33,1037.10,2.68
0.55,-89.00,-8.00,24.00,12.00,5.00,13.17,11.00,28000.00,17003.58,0.61,334.00,28.00,2630.00,0.42,14.25,0.33,1037.10,2.35
4.25,-97.00,-6.00,24.00,15.00,10.00,18.52,86.57,25000.00,10799.95,0.43,1836.00,25.00,2630.00,2.66,17.11,1.84,1037.10,3.70
0.55,-95.00,-6.00,32.00,15.00,9.00,14.43,9.41,20000.00,11090.85,0.55,305.00,20.00,2630.00,0.35,11.89,0.30,1037.10,3.61
0.65,-95.00,-5.00,33.00,12.00,9.00,14.77,13.06,31000.00,16787.61,0.54,352.00,31.00,2630.00,0.41,11.78,0.35,1037.10,2.38
0.55,-94.00,-6.00,34.00,15.00,9.00,10.07,11.08,14000.00,11123.58,0.79,437.00,14.00,2630.00,0.50,10.50,0.44,1037.10,3.60
0.60,-94.00,-6.00,36.00,12.00,9.00,12.90,12.41,28000.00,17359.90,0.62,372.00,28.00,2630.00,0.42,10.50,0.37,1037.10,2.30
0.55,-88.00,-5.00,37.00,15.00,9.00,11.70,10.53,16000.00,10938.11,0.68,376.00,16.00,2630.00,0.42,9.92,0.38,1037.10,3.66
0.50,-90.00,-5.00,29.00,15.00,9.00,12.05,9.94,16000.00,10623.99,0.66,332.00,16.00,2630.00,0.38,10.61,0.33,1037.10,3.77
0.50,-98.00,-6.00,33.00,12.00,9.00,11.40,10.01,25000.00,17549.86,0.70,351.00,25.00,2630.00,0.41,11.73,0.35,1037.10,2.28
0.50,-96.00,-6.00,36.00,15.00,9.00,8.71,10.12,12000.00,11015.96,0.92,459.00,12.00,2630.00,0.53,11.75,0.46,1037.10,3.63
0.50,-101.00,-5.00,31.00,12.00,9.00,5.79,10.24,13000.00,17965.94,1.38,691.00,13.00,2630.00,0.87,14.19,0.69,1037.10,2.23
0.50,-110.00,-7.00,25.00,12.00,9.00,7.59,9.83,16000.00,16863.94,1.05,527.00,16.00,2630.00,0.75,16.89,0.53,1037.10,2.37
4.75,-102.00,-10.00,0.00,15.00,13.00,3.07,132.95,4000.00,10426.92,2.61,12382.02,4.00,860.00,20.72,21.33,12.38,1037.10,3.84
1.90,-94.00,-8.00,29.00,9.00,7.00,13.04,26.70,45000.00,27615.62,0.61,1166.00,45.00,860.00,1.20,14.23,1.17,1037.10,2.90
