payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
4.50,-79.00,-8.00,23.00,15.00,6.00,32.67,89.05,44000.00,10775.07,0.24,1102.00,44.00,1815.00,1.37,13.78,1.10,637.04,3.71
5.65,-80.00,-6.00,6.00,15.00,10.00,35.96,112.99,49000.00,10901.36,0.22,1257.00,49.00,1815.00,1.39,7.52,1.26,637.04,3.67
5.35,-89.00,-6.00,22.00,15.00,2.00,26.39,107.01,36000.00,10914.88,0.30,1622.08,36.00,1815.00,2.34,17.05,1.62,637.04,3.66
5.05,-81.00,-7.00,13.00,10.00,8.00,31.56,101.00,96000.00,24332.60,0.25,1280.00,96.00,1815.00,1.44,9.78,1.28,637.04,1.64
3.80,-88.00,-6.00,23.00,15.00,7.00,28.82,76.00,38000.00,10549.95,0.28,1055.00,38.00,1815.00,1.66,18.72,1.05,637.04,3.79
5.65,-88.00,-10.00,13.00,15.00,8.00,27.87,113.00,38000.00,10909.00,0.29,1622.00,38.00,1815.00,2.28,16.47,1.62,637.04,3.67
