payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
0.50,-102.00,-12.00,-7.00,6.00,17.00,5.65,9.93,41000.00,58055.77,1.42,708.00,41.00,1845.00,1.04,17.42,0.71,870.03,1.38
0.50,-98.00,-11.00,-3.00,7.00,17.00,5.33,10.04,12000.00,18023.94,1.50,751.00,12.00,1845.00,1.22,19.33,0.75,870.03,4.44
0.50,-89.00,-8.00,4.00,7.00,10.00,7.37,9.69,17000.00,18461.93,1.09,543.00,17.00,1845.00,0.71,15.16,0.54,870.03,2.89
0.50,-90.00,-12.00,0.00,7.00,10.00,6.70,10.06,15000.00,17909.94,1.19,597.00,15.00,1845.00,0.77,14.66,0.60,870.03,2.98
0.55,-96.00,-15.00,-4.00,4.00,11.00,8.22,10.87,100000.00,97272.36,0.97,535.00,100.00,1845.00,0.90,20.03,0.53,870.03,0.82
0.50,-97.00,-10.00,1.00,8.00,12.00,3.33,10.69,15000.00,36059.86,2.40,1202.00,15.00,1845.00,2.11,20.81,1.20,870.03,1.48
0.50,-95.00,-10.00,4.00,6.00,13.00,8.20,9.28,59000.00,57583.80,0.98,488.00,59.00,1845.00,0.84,20.58,0.49,870.03,1.39
0.50,-91.00,-9.00,7.00,6.00,13.00,7.91,10.03,57000.00,57683.77,1.01,506.00,57.00,1845.00,0.75,17.61,0.51,870.03,1.39
0.55,-83.00,-6.00,10.00,8.00,12.00,8.12,11.07,35000.00,34490.79,0.99,542.00,35.00,1845.00,0.60,7.52,0.54,870.03,1.55
0.55,-90.00,-10.00,19.00,8.00,12.00,7.75,10.99,34000.00,35112.59,1.03,568.00,34.00,1845.00,0.75,15.39,0.57,870.03,1.52
0.50,-79.00,-8.00,29.00,10.00,12.00,10.99,9.77,34000.00,24751.80,0.73,364.00,34.00,1845.00,0.34,0.12,0.36,870.03,2.15
0.50,-78.00,-7.00,26.00,11.00,12.00,10.61,10.02,27000.00,20357.96,0.75,377.00,27.00,1845.00,0.35,-0.95,0.38,870.03,2.62
0.50,-71.00,-6.00,36.00,15.00,12.00,11.08,10.01,15000.00,10829.93,0.72,361.00,15.00,1845.00,0.33,-6.31,0.36,870.03,4.92
0.50,-66.00,-5.00,38.00,15.00,12.00,11.40,9.96,15000.00,10529.92,0.70,351.00,15.00,1845.00,0.32,-5.88,0.35,870.03,5.06
0.50,-77.00,-7.00,17.00,13.00,12.00,9.69,10.09,18000.00,14867.94,0.83,413.00,18.00,1845.00,0.39,0.43,0.41,870.03,3.59
0.50,-69.00,-7.00,21.00,12.00,12.00,10.50,9.97,23000.00,17525.98,0.76,381.00,23.00,1845.00,0.35,-1.11,0.38,870.03,3.04
0.50,-68.00,-6.00,26.00,12.00,12.00,10.64,10.00,23000.00,17296.00,0.75,376.00,23.00,1845.00,0.35,-4.23,0.38,870.03,3.08
0.50,-68.00,-6.00,28.00,10.00,12.00,6.91,10.21,21000.00,24317.90,1.16,579.00,21.00,1845.00,0.53,-6.94,0.58,870.03,2.19
0.55,-66.00,-7.00,21.00,15.00,1.00,11.92,10.77,16000.00,10734.47,0.67,369.00,16.00,1845.00,0.34,-4.77,0.37,870.03,4.97
