payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
3.45,-99.00,-7.00,8.00,15.00,6.00,29.55,70.32,39000.00,10558.23,0.27,934.00,39.00,1815.00,1.52,19.52,0.93,684.12,3.79
1.00,-71.00,-5.00,29.00,15.00,5.00,15.18,19.51,21000.00,11066.97,0.53,527.00,21.00,1815.00,0.48,-5.17,0.53,684.12,3.61
1.70,-76.00,-5.00,30.00,15.00,1.00,21.38,34.07,29000.00,10849.39,0.37,636.00,29.00,1815.00,0.58,-4.31,0.64,684.12,3.69
2.30,-81.00,-4.00,32.00,15.00,1.00,25.45,46.17,34000.00,10687.79,0.31,723.00,34.00,1815.00,0.68,2.23,0.72,684.12,3.74
2.95,-80.00,-5.00,27.00,14.00,3.00,28.99,59.04,48000.00,13244.71,0.28,814.00,48.00,1815.00,0.79,3.19,0.81,684.12,3.02
3.80,-99.00,-7.00,16.00,15.00,3.00,28.73,76.33,38000.00,10579.95,0.28,1058.00,38.00,1815.00,1.73,19.55,1.06,684.12,3.78
2.80,-75.00,-5.00,20.00,15.00,1.00,24.27,55.86,33000.00,10878.16,0.33,923.00,33.00,1815.00,0.87,2.11,0.92,684.12,3.68
2.65,-80.00,-6.00,29.00,14.00,8.00,25.57,52.81,41000.00,12825.98,0.31,829.00,41.00,1815.00,0.92,8.28,0.83,684.12,3.12
2.55,-85.00,-8.00,15.00,15.00,19.00,21.18,51.21,29000.00,10951.71,0.38,963.00,29.00,1815.00,1.20,13.95,0.96,684.12,3.65
2.90,-86.00,-7.00,3.00,11.00,6.00,25.66,57.85,64000.00,19950.28,0.31,904.00,64.00,1815.00,1.24,16.09,0.90,684.12,2.00
4.90,-84.00,-4.00,22.00,15.00,9.00,31.24,98.56,43000.00,11013.22,0.26,1255.00,43.00,1815.00,1.45,11.75,1.25,684.12,3.63
1.60,-75.00,-10.00,4.00,15.00,2.00,22.11,31.12,30000.00,10856.19,0.36,579.00,30.00,1815.00,0.53,-2.81,0.58,684.12,3.68
1.50,-87.00,-5.00,21.00,12.00,5.00,22.14,29.95,47000.00,16982.61,0.36,542.00,47.00,1815.00,0.69,14.52,0.54,684.12,2.36
