payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
5.25,-94.00,-7.00,22.00,12.00,10.00,15.14,108.17,33000.00,17442.78,0.53,2775.00,33.00,1815.00,4.56,19.66,2.77,1424.30,2.29
4.60,-87.00,-10.00,-3.00,12.00,6.00,19.49,91.13,42000.00,17238.19,0.41,1888.00,42.00,1815.00,3.01,18.98,1.89,1424.30,2.32
3.45,-99.00,-6.00,21.00,15.00,17.00,2.52,78.12,3000.00,9531.26,3.18,10960.98,3.00,2650.00,17.21,18.70,10.96,1424.30,4.20
3.25,-88.00,-6.00,27.00,15.00,11.00,13.42,55.88,18000.00,10727.94,0.60,1936.99,18.00,2650.00,2.19,10.20,1.94,1424.30,3.73
3.05,-89.00,-5.00,29.00,14.00,10.00,6.30,62.95,10000.00,12704.87,1.27,3875.00,10.00,2650.00,4.36,9.88,3.87,1424.30,3.15
2.85,-97.00,-6.00,23.00,15.00,10.00,5.58,57.70,7000.00,10043.11,1.43,4089.00,7.00,2650.00,6.32,18.38,4.09,1424.30,3.98
5.80,-90.00,-6.00,10.00,15.00,8.00,19.93,113.85,27000.00,10837.23,0.40,2328.00,27.00,1815.00,3.55,18.11,2.33,1424.30,3.69
6.05,-99.00,-6.00,23.00,15.00,8.00,5.21,127.94,7000.00,10739.47,1.53,9282.00,7.00,2650.00,14.72,18.91,9.28,1424.30,3.72
4.50,-100.00,-6.00,25.00,15.00,8.00,5.22,87.59,7000.00,10722.40,1.53,6893.00,7.00,2650.00,10.87,18.80,6.89,1424.30,3.73
6.00,-111.00,-8.00,11.00,15.00,13.00,3.49,126.89,5000.00,11454.13,2.29,13745.00,5.00,2650.00,24.59,21.17,13.75,1424.30,3.49
3.50,-90.00,-10.00,3.00,9.00,8.00,22.28,57.42,76000.00,27294.81,0.36,1257.00,76.00,1815.00,1.58,14.05,1.26,1424.30,1.47
2.85,-91.00,-13.00,-4.00,6.00,8.00,18.95,57.06,100000.00,42210.34,0.42,1203.00,100.00,1815.00,2.02,20.12,1.20,1424.30,0.95
3.20,-78.00,-6.00,13.00,15.00,2.00,28.32,63.59,38000.00,10734.96,0.28,904.00,38.00,1815.00,0.86,2.61,0.90,1424.30,3.73
2.75,-73.00,-5.00,33.00,14.00,3.00,28.53,54.82,46000.00,12896.67,0.28,771.00,46.00,1815.00,0.71,-3.12,0.77,1424.30,3.10
2.40,-81.00,-6.00,29.00,15.00,3.00,26.97,47.97,37000.00,10976.62,0.30,712.00,37.00,1815.00,0.80,9.70,0.71,1424.30,3.64
2.65,-84.00,-7.00,21.00,15.00,3.00,25.09,53.20,34000.00,10841.45,0.32,845.00,34.00,1815.00,1.15,15.94,0.84,1424.30,3.69
2.55,-86.00,-5.00,24.00,12.00,4.00,21.54,51.05,46000.00,17083.07,0.37,947.00,46.00,1815.00,1.07,9.72,0.95,1424.30,2.34
4.20,-91.00,-10.00,22.00,14.00,7.00,18.68,84.85,30000.00,12849.96,0.43,1799.00,30.00,1815.00,2.49,16.20,1.80,1424.30,3.11
