payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
6.10,-96.00,-10.00,7.00,15.00,20.00,11.90,120.02,16000.00,10753.00,0.67,4099.60,16.00,890.00,0.00,0.00,4.10,611.02,7.44
6.00,-106.00,-12.00,1.00,7.00,14.00,12.44,120.00,29000.00,18642.22,0.64,3857.02,29.00,890.00,0.00,0.00,3.86,611.02,4.29
6.05,-100.00,-6.00,14.00,15.00,24.00,24.16,121.00,33000.00,10925.43,0.33,2003.00,33.00,2510.00,0.00,0.00,2.00,611.02,3.66
4.95,-93.00,-6.00,26.00,15.00,7.00,44.44,99.00,59000.00,10619.96,0.18,891.00,59.00,1770.00,0.00,0.00,0.89,611.02,3.77
6.05,-115.00,-9.00,8.00,8.00,10.00,16.12,121.00,69000.00,34248.91,0.50,3002.99,69.00,2510.00,0.00,0.00,3.00,611.02,1.17
