payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
0.55,-101.00,-9.00,20.00,12.00,7.00,3.43,12.35,7000.00,16316.30,2.33,1282.00,7.00,860.00,1.61,16.59,1.28,729.31,4.90
0.50,-113.00,-12.00,-3.00,5.00,7.00,1.69,11.09,16000.00,75903.58,4.74,2372.00,16.00,860.00,3.77,20.55,2.37,729.31,1.05
0.50,-108.00,-12.00,0.00,7.00,7.00,5.21,8.40,12000.00,18431.94,1.54,768.00,12.00,860.00,1.17,19.94,0.77,729.31,4.34
0.50,-101.00,-11.00,16.00,5.00,7.00,4.29,10.15,41000.00,76505.74,1.87,933.00,41.00,860.00,1.45,20.22,0.93,729.31,1.05
0.50,-109.00,-10.00,1.00,5.00,24.00,3.48,10.23,33000.00,75965.76,2.30,1151.00,33.00,860.00,1.98,21.78,1.15,729.31,1.05
0.50,-108.00,-10.00,3.00,6.00,24.00,4.05,9.86,29000.00,57303.76,1.98,988.00,29.00,860.00,1.69,21.62,0.99,729.31,1.40
0.50,-107.00,-11.00,1.00,5.00,24.00,4.03,9.99,38000.00,75467.76,1.99,993.00,38.00,860.00,1.56,20.38,0.99,729.31,1.06
0.50,-110.00,-12.00,0.00,5.00,24.00,3.48,10.12,33000.00,75899.80,2.30,1150.00,33.00,860.00,1.79,20.22,1.15,729.31,1.05
0.55,-103.00,-9.00,2.00,7.00,24.00,3.04,11.67,7000.00,18441.74,2.63,1449.00,7.00,860.00,2.26,20.23,1.45,729.31,4.34
0.50,-93.00,-6.00,19.00,15.00,24.00,10.36,8.59,14000.00,10807.99,0.77,386.00,14.00,860.00,0.50,17.08,0.39,729.31,7.40
0.50,-98.00,-8.00,14.00,9.00,24.00,9.69,10.04,33000.00,27257.89,0.83,413.00,33.00,860.00,0.63,20.02,0.41,729.31,2.93
0.50,-98.00,-9.00,2.00,7.00,24.00,8.85,10.00,21000.00,18983.93,0.90,452.00,21.00,860.00,0.72,20.66,0.45,729.31,4.21
0.55,-92.00,-8.00,11.00,10.00,24.00,6.88,11.23,21000.00,24436.26,1.16,640.00,21.00,860.00,0.87,17.81,0.64,729.31,3.27
0.50,-89.00,-8.00,5.00,7.00,19.00,10.44,9.74,24000.00,18383.94,0.77,383.00,24.00,860.00,0.49,16.77,0.38,729.31,2.18
0.50,-88.00,-6.00,10.00,10.00,19.00,10.55,9.98,33000.00,25013.98,0.76,379.00,33.00,860.00,0.37,13.86,0.38,729.31,1.60
0.50,-92.00,-7.00,7.00,10.00,19.00,10.00,10.01,30000.00,24000.00,0.80,400.00,30.00,860.00,0.55,18.17,0.40,729.31,1.67
0.55,-97.00,-10.00,-1.00,8.00,19.00,3.38,11.90,15000.00,35481.65,2.37,1301.00,15.00,860.00,2.06,20.50,1.30,729.31,1.13
0.55,-107.00,-13.00,-2.00,4.00,22.00,1.92,11.97,27000.00,112515.82,4.17,2292.00,27.00,860.00,3.54,20.12,2.29,729.31,0.71
0.55,-107.00,-12.00,-6.00,4.00,22.00,0.76,14.79,11000.00,115179.63,10.47,5759.00,11.00,860.00,8.22,18.72,5.76,729.31,0.69
0.50,-111.00,-14.00,-8.00,6.00,18.00,3.48,5.12,25000.00,57549.82,2.30,1151.00,25.00,860.00,1.76,19.97,1.15,729.31,1.39
0.50,-112.00,-12.00,1.00,5.00,25.00,0.54,16.32,5000.00,74019.66,14.80,7402.00,5.00,860.00,11.49,20.19,7.40,729.31,1.08
0.55,-117.00,-18.00,-11.00,15.00,25.00,0.39,15.55,1000.00,20645.37,20.65,11355.00,1.00,860.00,16.38,18.91,11.35,729.31,3.87
0.35,-114.00,-8.00,-6.00,10.00,81.00,0.92,14.02,3000.00,25962.76,8.65,3029.00,3.00,1865.00,4.83,19.03,3.03,729.31,1.54
0.50,-110.00,-14.00,2.00,4.00,61.00,0.83,11.80,12000.00,115391.55,9.62,4808.00,12.00,860.00,7.70,20.66,4.81,729.31,0.35
0.55,-108.00,-12.00,-6.00,5.00,92.00,0.21,27.92,2000.00,77396.01,38.70,21283.98,2.00,860.00,30.39,18.72,21.28,729.31,1.03
0.50,-116.00,-18.00,-14.00,3.00,26.00,0.26,17.47,6000.00,184906.97,30.82,15408.98,6.00,860.00,22.76,19.33,15.41,729.31,0.43
0.55,-122.00,-19.00,-10.00,1.00,56.00,0.22,3.78,9000.00,327484.10,36.39,20012.99,9.00,860.00,29.23,19.12,20.01,729.31,0.12
0.50,-116.00,-16.00,-14.00,4.00,87.00,0.15,13.34,2000.00,106879.71,53.44,26720.04,2.00,860.00,38.88,19.06,26.72,729.31,0.75
0.50,-119.00,-11.00,-1.00,8.00,88.00,0.46,8.24,2000.00,34483.87,17.24,8621.00,2.00,1865.00,15.14,20.86,8.62,729.31,1.16
0.50,-115.00,-15.00,-6.00,5.00,40.00,1.99,10.11,19000.00,76303.69,4.02,2008.00,19.00,860.00,2.65,17.36,2.01,729.31,0.52
0.50,-105.00,-11.00,-1.00,4.00,33.00,4.07,9.00,55000.00,108239.48,1.97,984.00,55.00,860.00,1.55,20.45,0.98,729.31,0.74
0.50,-93.00,-11.00,18.00,11.00,33.00,10.93,9.36,28000.00,20495.93,0.73,366.00,28.00,860.00,0.43,15.45,0.37,729.31,3.90
0.50,-97.00,-12.00,6.00,10.00,33.00,6.71,10.32,21000.00,25031.92,1.19,596.00,21.00,860.00,0.83,18.33,0.60,729.31,3.20
0.50,-96.00,-10.00,2.00,7.00,33.00,7.26,9.91,17000.00,18733.92,1.10,551.00,17.00,860.00,0.88,20.55,0.55,729.31,4.27
0.50,-87.00,-5.00,5.00,14.00,15.00,11.11,9.79,18000.00,12959.90,0.72,360.00,18.00,860.00,0.31,12.92,0.36,729.31,6.17
0.55,-89.00,-8.00,-4.00,7.00,13.00,11.00,11.05,26000.00,18909.09,0.73,400.00,26.00,860.00,0.49,16.12,0.40,729.31,4.23
0.50,-86.00,-10.00,2.00,12.00,13.00,11.20,9.93,24000.00,17135.97,0.71,357.00,24.00,860.00,0.22,2.45,0.36,729.31,4.67
