payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
0.55,-106.00,-13.00,-3.00,7.00,15.00,0.86,16.47,2000.00,18647.19,9.32,5128.00,2.00,890.00,0.00,0.00,5.13,949.24,2.15
0.55,-110.00,-15.00,-6.00,5.00,19.00,8.96,7.97,86000.00,76774.23,0.89,491.00,86.00,890.00,0.00,0.00,0.49,949.24,0.52
0.50,-108.00,-9.00,-4.00,8.00,17.00,13.03,7.94,57000.00,34997.77,0.61,307.00,57.00,1770.00,0.00,0.00,0.31,949.24,1.14
0.50,-109.00,-10.00,5.00,11.00,17.00,2.73,11.24,7000.00,20523.95,2.93,1466.00,7.00,1770.00,0.00,0.00,1.47,949.24,1.95
0.55,-108.00,-9.00,6.00,7.00,17.00,19.64,9.67,46000.00,18734.50,0.41,224.00,46.00,1770.00,0.00,0.00,0.22,949.24,2.14
0.50,-108.00,-8.00,6.00,12.00,17.00,7.12,12.22,15000.00,16859.95,1.12,562.00,15.00,1770.00,0.00,0.00,0.56,949.24,2.37
0.50,-116.00,-10.00,1.00,5.00,16.00,9.95,9.24,94000.00,75575.69,0.80,402.00,94.00,1770.00,0.00,0.00,0.40,949.24,0.53
0.50,-112.00,-10.00,-3.00,8.00,16.00,14.71,8.64,64000.00,34815.96,0.54,272.00,64.00,1770.00,0.00,0.00,0.27,949.24,1.15
0.50,-107.00,-8.00,10.00,11.00,16.00,17.62,10.16,44000.00,19975.94,0.45,227.00,44.00,1770.00,0.00,0.00,0.23,949.24,2.00
0.55,-110.00,-7.00,9.00,11.00,16.00,12.57,10.90,32000.00,20363.52,0.64,350.00,32.00,1770.00,0.00,0.00,0.35,949.24,1.96
0.50,-107.00,-7.00,4.00,15.00,16.00,15.04,9.96,21000.00,11171.92,0.53,266.00,21.00,1770.00,0.00,0.00,0.27,949.24,3.58
0.55,-110.00,-9.00,1.00,6.00,16.00,13.46,10.98,95000.00,56481.64,0.59,327.00,95.00,1770.00,0.00,0.00,0.33,949.24,0.71
0.50,-112.00,-10.00,2.00,6.00,16.00,15.04,9.93,100000.00,53199.62,0.53,266.00,100.00,1770.00,0.00,0.00,0.27,949.24,0.75
0.55,-110.00,-9.00,4.00,6.00,16.00,12.43,11.32,89000.00,57283.54,0.64,354.00,89.00,1770.00,0.00,0.00,0.35,949.24,0.70
0.50,-111.00,-8.00,4.00,8.00,16.00,14.34,9.74,61000.00,34037.80,0.56,279.00,61.00,1770.00,0.00,0.00,0.28,949.24,1.18
0.50,-108.00,-8.00,7.00,10.00,16.00,14.23,9.98,43000.00,24165.96,0.56,281.00,43.00,1770.00,0.00,0.00,0.28,949.24,1.66
0.50,-111.00,-9.00,3.00,5.00,16.00,13.94,10.02,100000.00,57399.93,0.57,287.00,100.00,1770.00,0.00,0.00,0.29,949.24,0.70
0.50,-106.00,-7.00,7.00,9.00,16.00,15.94,9.93,55000.00,27609.92,0.50,251.00,55.00,1770.00,0.00,0.00,0.25,949.24,1.45
0.50,-93.00,-7.00,8.00,15.00,16.00,19.32,9.97,26000.00,10763.98,0.41,207.00,26.00,1770.00,0.00,0.00,0.21,949.24,3.72
0.50,-99.00,-6.00,4.00,12.00,16.00,17.62,10.05,38000.00,17251.95,0.45,227.00,38.00,1770.00,0.00,0.00,0.23,949.24,2.32
0.50,-93.00,-6.00,7.00,15.00,16.00,13.33,10.07,18000.00,10799.95,0.60,300.00,18.00,1770.00,0.00,0.00,0.30,949.24,3.70
0.50,-96.00,-7.00,4.00,12.00,16.00,18.26,9.87,39000.00,17081.94,0.44,219.00,39.00,1770.00,0.00,0.00,0.22,949.24,2.34
0.50,-90.00,-6.00,12.00,15.00,16.00,13.33,10.12,18000.00,10799.95,0.60,300.00,18.00,1770.00,0.00,0.00,0.30,949.24,3.70
0.50,-90.00,-7.00,1.00,14.00,16.00,13.56,9.98,22000.00,12979.93,0.59,295.00,22.00,1770.00,0.00,0.00,0.29,949.24,3.08
0.55,-89.00,-7.00,26.00,15.00,4.00,16.99,10.98,23000.00,10830.86,0.47,259.00,23.00,1770.00,0.00,0.00,0.26,949.24,3.69
0.50,-88.00,-6.00,30.00,15.00,4.00,17.47,9.98,24000.00,10991.97,0.46,229.00,24.00,1770.00,0.00,0.00,0.23,949.24,3.64
0.50,-88.00,-6.00,30.00,15.00,4.00,17.47,10.00,24000.00,10991.97,0.46,229.00,24.00,1770.00,0.00,0.00,0.23,949.24,3.64
0.55,-86.00,-6.00,34.00,15.00,4.00,19.05,11.00,26000.00,10919.95,0.42,231.00,26.00,1770.00,0.00,0.00,0.23,949.24,3.66
0.50,-87.00,-6.00,25.00,12.00,4.00,20.30,9.94,44000.00,17335.97,0.39,197.00,44.00,1770.00,0.00,0.00,0.20,949.24,2.31
0.55,-72.00,-5.00,33.00,15.00,4.00,19.30,11.06,26000.00,10778.15,0.41,228.00,26.00,1770.00,0.00,0.00,0.23,949.24,3.71
0.50,-72.00,-5.00,36.00,15.00,4.00,19.80,9.97,27000.00,10907.93,0.40,202.00,27.00,1770.00,0.00,0.00,0.20,949.24,3.67
0.50,-84.00,-6.00,30.00,13.00,4.00,12.86,10.08,24000.00,14927.93,0.62,311.00,24.00,1770.00,0.00,0.00,0.31,949.24,2.68
0.50,-90.00,-11.00,11.00,8.00,4.00,17.70,9.93,76000.00,34351.84,0.45,226.00,76.00,1770.00,0.00,0.00,0.23,949.24,1.16
0.55,-90.00,-5.00,6.00,6.00,5.00,12.12,11.17,86000.00,56759.59,0.66,363.00,86.00,1770.00,0.00,0.00,0.36,949.24,0.70
0.50,-100.00,-8.00,0.00,11.00,5.00,16.60,9.85,41000.00,19761.89,0.48,241.00,41.00,1770.00,0.00,0.00,0.24,949.24,2.02
0.50,-96.00,-7.00,18.00,14.00,5.00,15.44,10.03,25000.00,12949.93,0.52,259.00,25.00,1770.00,0.00,0.00,0.26,949.24,3.09
0.50,-101.00,-8.00,7.00,10.00,5.00,9.80,10.19,30000.00,24479.90,0.82,408.00,30.00,1770.00,0.00,0.00,0.41,949.24,1.63
0.50,-104.00,-9.00,5.00,8.00,5.00,10.13,9.93,45000.00,35549.94,0.79,395.00,45.00,1770.00,0.00,0.00,0.40,949.24,1.13
0.50,-112.00,-11.00,1.00,6.00,5.00,2.83,11.09,20000.00,56519.73,2.83,1413.00,20.00,1770.00,0.00,0.00,1.41,949.24,0.71
0.50,-117.00,-11.00,2.00,8.00,5.00,1.76,10.85,8000.00,36383.90,4.55,2274.00,8.00,1770.00,0.00,0.00,2.27,949.24,1.10
0.55,-67.00,-11.00,18.00,12.00,3.00,12.68,9.05,27000.00,17034.43,0.63,347.00,27.00,890.00,0.00,0.00,0.35,949.24,2.35
0.50,-63.00,-5.00,14.00,12.00,3.00,14.29,9.86,30000.00,16799.90,0.56,280.00,30.00,890.00,0.00,0.00,0.28,949.24,2.38
0.50,-67.00,-5.00,25.00,14.00,3.00,12.38,10.02,20000.00,12920.00,0.65,323.00,20.00,890.00,0.00,0.00,0.32,949.24,3.10
0.50,-68.00,-5.00,37.00,15.00,3.00,13.65,10.00,18000.00,10547.98,0.59,293.00,18.00,890.00,0.00,0.00,0.29,949.24,3.79
0.55,-67.00,-6.00,35.00,15.00,3.00,17.67,10.95,24000.00,10865.38,0.45,249.00,24.00,890.00,0.00,0.00,0.25,949.24,3.68
0.50,-70.00,-6.00,35.00,13.00,3.00,17.47,10.01,33000.00,15113.96,0.46,229.00,33.00,890.00,0.00,0.00,0.23,949.24,2.65
0.55,-82.00,-6.00,15.00,12.00,3.00,18.97,10.97,41000.00,17294.47,0.42,232.00,41.00,890.00,0.00,0.00,0.23,949.24,2.31
0.50,-84.00,-8.00,26.00,9.00,3.00,19.23,9.99,66000.00,27455.96,0.42,208.00,66.00,890.00,0.00,0.00,0.21,949.24,1.46
0.50,-87.00,-6.00,8.00,8.00,7.00,28.57,9.92,100000.00,27999.93,0.28,140.00,100.00,2510.00,0.00,0.00,0.14,949.24,1.43
0.50,-81.00,-6.00,23.00,15.00,6.00,13.33,10.19,18000.00,10799.95,0.60,300.00,18.00,2510.00,0.00,0.00,0.30,949.24,3.70
0.50,-79.00,-5.00,24.00,8.00,6.00,16.88,9.94,74000.00,35075.87,0.47,237.00,74.00,2510.00,0.00,0.00,0.24,949.24,1.14
0.50,-90.00,-5.00,16.00,12.00,6.00,17.09,10.00,36000.00,16847.92,0.47,234.00,36.00,2510.00,0.00,0.00,0.23,949.24,2.37
0.50,-95.00,-7.00,15.00,12.00,5.00,22.47,9.94,47000.00,16731.93,0.36,178.00,47.00,2510.00,0.00,0.00,0.18,949.24,2.39
0.50,-90.00,-6.00,21.00,13.00,5.00,25.00,9.96,47000.00,15039.94,0.32,160.00,47.00,2510.00,0.00,0.00,0.16,949.24,2.66
0.50,-91.00,-6.00,22.00,12.00,5.00,22.10,10.03,47000.00,17013.96,0.36,181.00,47.00,2510.00,0.00,0.00,0.18,949.24,2.35
0.50,-88.00,-5.00,22.00,12.00,5.00,23.39,9.97,51000.00,17441.94,0.34,171.00,51.00,2510.00,0.00,0.00,0.17,949.24,2.29
