payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
5.05,-97.00,-6.00,13.00,14.00,20.00,14.29,104.23,23000.00,12875.42,0.56,2827.00,23.00,890.00,0.00,0.00,2.83,702.04,6.21
5.75,-111.00,-12.00,-7.00,6.00,20.00,4.04,146.53,29000.00,57384.41,1.98,11377.98,29.00,890.00,0.00,0.00,11.38,702.04,1.39
6.05,-113.00,-7.00,17.00,15.00,32.00,36.50,111.05,49000.00,10739.46,0.22,1326.00,49.00,2510.00,0.00,0.00,1.33,702.04,3.72
3.70,-103.00,-8.00,16.00,12.00,5.00,8.77,76.10,19000.00,17325.89,0.91,3374.00,19.00,2510.00,0.00,0.00,3.37,702.04,2.31
1.55,-89.00,-6.00,14.00,11.00,16.00,32.04,27.86,79000.00,19724.42,0.25,387.00,79.00,890.00,0.00,0.00,0.39,702.04,4.06
0.60,-90.00,-6.00,31.00,12.00,16.00,27.43,11.91,58000.00,16916.59,0.29,175.00,58.00,890.00,0.00,0.00,0.17,702.04,4.73
0.70,-80.00,-6.00,22.00,15.00,11.00,24.89,13.89,33000.00,10607.10,0.32,225.00,33.00,890.00,0.00,0.00,0.22,702.04,7.54
0.50,-71.00,-7.00,28.00,15.00,11.00,27.21,9.94,37000.00,10877.95,0.29,147.00,37.00,890.00,0.00,0.00,0.15,702.04,7.35
0.50,-67.00,-5.00,26.00,15.00,11.00,24.39,10.01,33000.00,10823.98,0.33,164.00,33.00,890.00,0.00,0.00,0.16,702.04,7.39
1.00,-102.00,-15.00,-1.00,15.00,11.00,8.62,20.85,12000.00,11135.96,0.93,928.00,12.00,890.00,0.00,0.00,0.93,702.04,7.18
1.70,-95.00,-11.00,0.00,12.00,9.00,39.53,33.35,83000.00,16795.24,0.20,344.00,83.00,890.00,0.00,0.00,0.34,702.04,4.76
0.80,-97.00,-5.00,14.00,15.00,8.00,22.07,16.11,30000.00,10874.98,0.36,290.00,30.00,2510.00,0.00,0.00,0.29,702.04,3.68
0.50,-105.00,-6.00,14.00,13.00,8.00,25.16,9.69,47000.00,14945.96,0.32,159.00,47.00,2510.00,0.00,0.00,0.16,702.04,2.68
0.55,-98.00,-5.00,18.00,11.00,8.00,24.31,11.02,61000.00,20074.46,0.33,181.00,61.00,2510.00,0.00,0.00,0.18,702.04,1.99
1.80,-94.00,-5.00,19.00,15.00,12.00,42.11,36.36,57000.00,10829.96,0.19,342.00,57.00,1770.00,0.00,0.00,0.34,702.04,3.69
0.55,-104.00,-6.00,12.00,9.00,13.00,22.80,10.67,79000.00,27721.73,0.35,193.00,79.00,1770.00,0.00,0.00,0.19,702.04,1.44
1.65,-106.00,-7.00,14.00,12.00,16.00,25.10,33.33,54000.00,17214.45,0.32,526.00,54.00,2510.00,0.00,0.00,0.53,702.04,2.32
