payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
11.35,-94.00,-9.00,13.00,14.00,6.00,23.17,225.15,37000.00,12775.53,0.35,3918.98,37.00,1770.00,0.00,0.00,3.92,946.15,3.13
1.50,-72.00,-4.00,21.00,15.00,4.00,45.28,30.00,61000.00,10776.62,0.18,265.00,61.00,1770.00,0.00,0.00,0.27,946.15,3.71
1.50,-76.00,-5.00,22.00,15.00,3.00,27.84,30.00,37000.00,10631.31,0.29,431.00,37.00,1770.00,0.00,0.00,0.43,946.15,3.76
2.55,-97.00,-7.00,13.00,14.00,6.00,27.06,51.00,45000.00,13305.83,0.30,754.00,45.00,1770.00,0.00,0.00,0.75,946.15,3.01
2.40,-99.00,-5.00,20.00,11.00,6.00,48.12,48.00,100000.00,16624.93,0.17,399.00,100.00,2510.00,0.00,0.00,0.40,946.15,2.41
2.05,-83.00,-5.00,22.00,15.00,11.00,37.96,41.00,51000.00,10747.28,0.21,432.00,51.00,2510.00,0.00,0.00,0.43,946.15,3.72
1.50,-92.00,-6.00,24.00,14.00,5.00,28.04,30.00,46000.00,13125.28,0.29,428.00,46.00,2510.00,0.00,0.00,0.43,946.15,3.05
2.45,-90.00,-5.00,21.00,15.00,6.00,50.52,49.00,68000.00,10768.93,0.16,388.00,68.00,2510.00,0.00,0.00,0.39,946.15,3.71
1.50,-89.00,-7.00,25.00,14.00,5.00,50.42,30.00,82000.00,13010.61,0.16,238.00,82.00,2510.00,0.00,0.00,0.24,946.15,3.07
1.55,-88.00,-6.00,20.00,15.00,5.00,50.20,31.00,68000.00,10836.09,0.16,247.00,68.00,2510.00,0.00,0.00,0.25,946.15,3.69
0.70,-89.00,-6.00,29.00,15.00,5.00,28.57,14.01,38000.00,10639.97,0.28,196.00,38.00,2510.00,0.00,0.00,0.20,946.15,3.76
4.70,-98.00,-7.00,34.00,14.00,10.00,73.29,93.99,100000.00,10914.86,0.11,513.00,100.00,2510.00,0.00,0.00,0.51,946.15,3.66
1.60,-90.00,-7.00,22.00,15.00,9.00,41.29,32.01,54000.00,10462.46,0.19,310.00,54.00,2510.00,0.00,0.00,0.31,946.15,3.82
9.15,-112.00,-10.00,4.00,8.00,60.00,17.02,182.99,74000.00,34775.87,0.47,4300.00,74.00,1770.00,0.00,0.00,4.30,946.15,1.15
