payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
6.05,-106.00,-6.00,10.00,13.00,9.00,10.91,125.58,20000.00,14667.73,0.73,4437.00,20.00,2630.00,7.69,20.64,4.44,878.02,2.73
3.70,-87.00,-5.00,22.00,12.00,8.00,9.23,127.73,20000.00,17340.47,0.87,3208.00,20.00,2630.00,4.62,16.98,3.21,878.02,2.31
6.05,-96.00,-6.00,19.00,11.00,7.00,24.67,119.76,61000.00,19782.07,0.32,1962.00,61.00,2630.00,2.94,17.75,1.96,878.02,2.02
2.10,-91.00,-9.00,10.00,12.00,3.00,13.37,41.26,29000.00,17358.51,0.60,1257.00,29.00,2630.00,2.07,19.66,1.26,878.02,2.30
3.05,-89.00,-5.00,19.00,14.00,4.00,13.47,61.60,22000.00,13062.87,0.59,1811.00,22.00,2630.00,2.78,18.23,1.81,878.02,3.06
1.25,-83.00,-5.00,27.00,15.00,5.00,20.08,23.66,27000.00,10756.76,0.40,498.00,27.00,2630.00,0.55,7.91,0.50,878.02,3.72
4.55,-111.00,-11.00,0.00,7.00,23.00,1.78,269.94,4000.00,17934.00,4.48,20400.02,4.00,860.00,34.10,21.31,20.40,878.02,2.23
6.00,-92.00,-8.00,10.00,10.00,5.00,11.38,103.81,35000.00,24599.17,0.70,4217.01,35.00,860.00,5.34,16.67,4.22,878.02,3.25
