payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
0.55,-85.00,-5.00,34.00,15.00,7.00,4.76,12.43,6000.00,10079.97,1.68,924.00,6.00,1720.00,0.00,0.00,0.92,988.26,3.97
0.70,-81.00,-6.00,25.00,15.00,4.00,9.61,13.26,13000.00,10827.10,0.83,583.00,13.00,1720.00,0.00,0.00,0.58,988.26,3.69
0.65,-79.00,-7.00,22.00,15.00,4.00,9.42,13.01,13000.00,11039.95,0.85,552.00,13.00,1720.00,0.00,0.00,0.55,988.26,3.62
0.60,-80.00,-6.00,24.00,15.00,4.00,9.21,11.94,13000.00,11288.29,0.87,521.00,13.00,1720.00,0.00,0.00,0.52,988.26,3.54
0.50,-79.00,-7.00,22.00,15.00,4.00,8.16,9.99,11000.00,10779.95,0.98,490.00,11.00,1720.00,0.00,0.00,0.49,988.26,3.71
0.50,-79.00,-6.00,26.00,15.00,4.00,7.12,10.05,10000.00,11239.96,1.12,562.00,10.00,1720.00,0.00,0.00,0.56,988.26,3.56
6.05,-89.00,-10.00,3.00,9.00,6.00,14.16,123.83,49000.00,27682.83,0.56,3417.99,49.00,1720.00,0.00,0.00,3.42,988.26,1.44
1.95,-95.00,-7.00,25.00,11.00,16.00,21.91,36.33,55000.00,20081.97,0.37,712.00,55.00,1720.00,0.00,0.00,0.71,988.26,1.99
6.05,-89.00,-8.00,8.00,11.00,4.00,17.91,122.96,44000.00,19658.11,0.45,2703.00,44.00,1720.00,0.00,0.00,2.70,988.26,2.03
6.05,-91.00,-5.00,19.00,15.00,7.00,36.81,120.23,49000.00,10650.38,0.22,1315.00,49.00,1720.00,0.00,0.00,1.32,988.26,3.76
4.50,-79.00,-5.00,25.00,15.00,4.00,33.21,89.24,44000.00,10599.06,0.24,1084.00,44.00,1720.00,0.00,0.00,1.08,988.26,3.77
0.90,-91.00,-7.00,21.00,12.00,4.00,21.30,17.18,46000.00,17275.45,0.38,338.00,46.00,1720.00,0.00,0.00,0.34,988.26,2.32
0.55,-85.00,-6.00,20.00,13.00,4.00,19.30,10.89,35000.00,14509.05,0.41,228.00,35.00,1720.00,0.00,0.00,0.23,988.26,2.76
3.90,-100.00,-10.00,15.00,9.00,13.00,6.96,82.31,24000.00,27581.45,1.15,4482.00,24.00,1720.00,0.00,0.00,4.48,988.26,1.45
6.05,-88.00,-6.00,16.00,15.00,8.00,34.08,117.94,46000.00,10796.66,0.23,1420.00,46.00,1720.00,0.00,0.00,1.42,988.26,3.70
1.30,-71.00,-6.00,23.00,12.00,2.00,29.38,24.88,62000.00,16883.04,0.27,354.00,62.00,1720.00,0.00,0.00,0.35,988.26,2.37
1.15,-78.00,-5.00,22.00,12.00,2.00,19.91,23.09,42000.00,16872.98,0.40,462.00,42.00,1720.00,0.00,0.00,0.46,988.26,2.37
0.90,-85.00,-7.00,13.00,15.00,2.00,8.16,18.44,11000.00,10779.95,0.98,882.00,11.00,1720.00,0.00,0.00,0.88,988.26,3.71
0.75,-85.00,-6.00,21.00,12.00,2.00,11.28,14.63,25000.00,17733.33,0.71,532.00,25.00,1720.00,0.00,0.00,0.53,988.26,2.26
0.55,-84.00,-7.00,18.00,9.00,2.00,6.73,11.14,24000.00,28538.09,1.19,654.00,24.00,1720.00,0.00,0.00,0.65,988.26,1.40
0.70,-81.00,-9.00,24.00,15.00,2.00,8.13,14.05,11000.00,10827.10,0.98,689.00,11.00,1720.00,0.00,0.00,0.69,988.26,3.69
3.95,-82.00,-6.00,21.00,15.00,4.00,19.26,79.93,26000.00,10801.49,0.42,1641.00,26.00,1720.00,0.00,0.00,1.64,988.26,3.70
