payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
0.50,-83.00,-4.00,28.00,9.00,7.00,7.03,11.17,24000.00,27311.91,1.14,569.00,24.00,1720.00,0.00,0.00,0.57,944.19,1.46
6.05,-90.00,-10.00,1.00,15.00,7.00,17.87,122.94,24000.00,10746.43,0.45,2709.00,24.00,1720.00,0.00,0.00,2.71,944.19,3.72
6.00,-85.00,-7.00,12.00,15.00,6.00,20.64,119.62,28000.00,10854.61,0.39,2325.99,28.00,1720.00,0.00,0.00,2.33,944.19,3.69
6.05,-94.00,-6.00,11.00,6.00,11.00,32.68,120.07,100000.00,24479.28,0.24,1481.00,100.00,1720.00,0.00,0.00,1.48,944.19,1.63
1.20,-98.00,-9.00,25.00,12.00,7.00,12.03,23.31,26000.00,17289.96,0.66,798.00,26.00,1720.00,0.00,0.00,0.80,944.19,2.31
5.10,-73.00,-5.00,25.00,15.00,6.00,22.32,103.03,30000.00,10752.88,0.36,1828.00,30.00,1720.00,0.00,0.00,1.83,944.19,3.72
6.00,-102.00,-11.00,-4.00,15.00,4.00,12.57,122.09,17000.00,10823.29,0.64,3820.00,17.00,1720.00,0.00,0.00,3.82,944.19,3.70
6.05,-91.00,-7.00,8.00,9.00,8.00,22.64,119.24,79000.00,27917.54,0.35,2138.00,79.00,1720.00,0.00,0.00,2.14,944.19,1.43
2.40,-69.00,-5.00,25.00,14.00,2.00,29.81,46.50,48000.00,12879.94,0.27,644.00,48.00,1720.00,0.00,0.00,0.64,944.19,3.11
1.20,-84.00,-9.00,21.00,12.00,2.00,19.75,23.85,42000.00,17009.90,0.40,486.00,42.00,1720.00,0.00,0.00,0.49,944.19,2.35
0.85,-86.00,-6.00,24.00,15.00,2.00,11.22,17.10,15000.00,10694.04,0.71,606.00,15.00,1720.00,0.00,0.00,0.61,944.19,3.74
1.55,-83.00,-7.00,24.00,14.00,3.00,12.06,31.45,20000.00,13264.47,0.66,1028.00,20.00,1720.00,0.00,0.00,1.03,944.19,3.02
