payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
3.55,-84.00,-5.00,24.00,10.00,6.00,15.73,72.82,48000.00,24419.09,0.51,1806.00,48.00,1720.00,0.00,0.00,1.81,678.00,1.64
0.55,-81.00,-5.00,28.00,12.00,6.00,14.81,9.43,31000.00,16739.90,0.54,297.00,31.00,1720.00,0.00,0.00,0.30,678.00,2.39
0.50,-64.00,-5.00,32.00,12.00,6.00,14.65,9.98,31000.00,16925.90,0.55,273.00,31.00,1720.00,0.00,0.00,0.27,678.00,2.36
0.85,-76.00,-6.00,30.00,15.00,1.00,12.55,17.30,17000.00,10839.94,0.64,542.00,17.00,1720.00,0.00,0.00,0.54,678.00,3.69
0.55,-71.00,-5.00,28.00,15.00,1.00,13.84,10.72,19000.00,10985.44,0.58,318.00,19.00,1720.00,0.00,0.00,0.32,678.00,3.64
2.05,-101.00,-6.00,22.00,15.00,1.00,13.28,42.02,18000.00,10843.86,0.60,1235.00,18.00,1720.00,0.00,0.00,1.24,678.00,3.69
0.55,-76.00,-4.00,31.00,15.00,10.00,8.46,10.24,11000.00,10399.96,0.95,520.00,11.00,1720.00,0.00,0.00,0.52,678.00,3.85
1.60,-76.00,-6.00,24.00,15.00,10.00,15.29,32.36,21000.00,10985.56,0.52,837.00,21.00,1720.00,0.00,0.00,0.84,678.00,3.64
0.55,-77.00,-4.00,31.00,13.00,3.00,5.28,10.97,10000.00,15163.58,1.52,834.00,10.00,1720.00,0.00,0.00,0.83,678.00,2.64
0.75,-82.00,-5.00,27.00,15.00,3.00,10.81,14.69,15000.00,11099.91,0.74,555.00,15.00,1720.00,0.00,0.00,0.55,678.00,3.60
0.65,-90.00,-5.00,20.00,9.00,3.00,11.87,12.85,41000.00,27627.57,0.67,438.00,41.00,1720.00,0.00,0.00,0.44,678.00,1.45
3.55,-79.00,-5.00,31.00,15.00,10.00,18.85,72.08,26000.00,11037.12,0.42,1507.00,26.00,1720.00,0.00,0.00,1.51,678.00,3.62
0.50,-69.00,-5.00,30.00,15.00,10.00,14.60,8.75,20000.00,10959.96,0.55,274.00,20.00,1720.00,0.00,0.00,0.27,678.00,3.65
1.15,-82.00,-6.00,19.00,11.00,1.00,17.29,23.28,44000.00,20354.70,0.46,532.00,44.00,1720.00,0.00,0.00,0.53,678.00,1.97
4.75,-81.00,-5.00,25.00,11.00,19.00,22.53,96.15,55000.00,19533.59,0.36,1687.00,55.00,1720.00,0.00,0.00,1.69,678.00,2.05
1.45,-76.00,-9.00,26.00,14.00,19.00,6.84,29.01,11000.00,12866.16,1.17,1696.00,11.00,1720.00,0.00,0.00,1.70,678.00,3.11
0.60,-80.00,-5.00,25.00,1.00,4.00,13.19,10.67,100000.00,60666.27,0.61,364.00,100.00,1720.00,0.00,0.00,0.36,678.00,0.66
0.50,-85.00,-5.00,22.00,12.00,4.00,13.56,9.91,29000.00,17109.90,0.59,295.00,29.00,1720.00,0.00,0.00,0.29,678.00,2.34
1.20,-78.00,-5.00,26.00,15.00,6.00,15.48,24.33,21000.00,10849.98,0.52,620.00,21.00,1720.00,0.00,0.00,0.62,678.00,3.69
1.10,-84.00,-5.00,22.00,15.00,6.00,17.25,21.88,23000.00,10663.58,0.46,510.00,23.00,1720.00,0.00,0.00,0.51,678.00,3.75
0.50,-84.00,-4.00,30.00,13.00,11.00,13.20,9.82,24000.00,14543.91,0.61,303.00,24.00,1720.00,0.00,0.00,0.30,678.00,2.75
3.65,-85.00,-7.00,12.00,6.00,2.00,22.94,73.94,100000.00,34876.62,0.35,1273.00,100.00,1720.00,0.00,0.00,1.27,678.00,1.15
0.60,-73.00,-6.00,30.00,15.00,2.00,9.39,11.29,13000.00,11071.63,0.85,511.00,13.00,1720.00,0.00,0.00,0.51,678.00,3.61
0.90,-74.00,-6.00,36.00,15.00,1.00,12.88,18.01,17000.00,10558.84,0.62,559.00,17.00,1720.00,0.00,0.00,0.56,678.00,3.79
0.50,-79.00,-6.00,31.00,15.00,1.00,9.80,9.83,13000.00,10607.96,0.82,408.00,13.00,1720.00,0.00,0.00,0.41,678.00,3.77
0.50,-84.00,-6.00,33.00,10.00,1.00,6.39,10.26,20000.00,25039.91,1.25,626.00,20.00,1720.00,0.00,0.00,0.63,678.00,1.60
