payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
6.05,-97.00,-7.00,11.00,5.00,18.00,6.79,128.79,64000.00,75382.14,1.18,7125.99,64.00,1845.00,12.28,20.53,7.13,976.08,1.06
2.90,-92.00,-8.00,21.00,8.00,13.00,12.15,52.17,53000.00,34888.50,0.66,1909.00,53.00,1845.00,3.07,19.22,1.91,976.08,2.29
6.05,-72.00,-6.00,14.00,1.00,3.00,17.16,121.93,100000.00,46611.35,0.47,2820.00,100.00,1845.00,2.63,-0.86,2.82,976.08,1.14
3.25,-67.00,-5.00,20.00,14.00,1.00,19.20,63.50,31000.00,12915.05,0.42,1354.00,31.00,1845.00,1.25,-2.65,1.35,976.08,4.13
6.05,-82.00,-8.00,15.00,14.00,3.00,12.72,123.47,21000.00,13207.34,0.63,3804.98,21.00,1845.00,4.72,13.75,3.80,976.08,4.04
2.25,-80.00,-7.00,15.00,10.00,1.00,10.13,43.00,32000.00,25272.72,0.79,1777.00,32.00,1845.00,1.99,8.95,1.78,976.08,2.11
6.05,-95.00,-10.00,-2.00,15.00,13.00,10.62,123.87,14000.00,10542.76,0.75,4556.00,14.00,1845.00,7.12,18.61,4.56,976.08,7.59
6.00,-96.00,-9.00,-6.00,15.00,10.00,8.86,120.88,12000.00,10835.96,0.90,5418.00,12.00,1845.00,8.60,18.94,5.42,976.08,7.38
6.05,-75.00,-7.00,18.00,15.00,5.00,17.50,118.28,24000.00,10968.55,0.46,2765.00,24.00,1845.00,2.54,-4.72,2.76,976.08,4.86
2.60,-90.00,-6.00,26.00,9.00,6.00,16.31,50.44,57000.00,27951.80,0.49,1275.00,57.00,1845.00,1.73,15.86,1.27,976.08,1.91
