payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
3.45,-87.00,-8.00,6.00,11.00,10.00,4.84,69.00,12000.00,19826.03,1.65,5700.00,12.00,1750.00,0.00,0.00,5.70,946.99,2.69
3.10,-90.00,-9.00,6.00,13.00,12.00,11.61,62.00,21000.00,14469.66,0.69,2136.00,21.00,1750.00,0.00,0.00,2.14,946.99,3.69
2.15,-86.00,-12.00,10.00,15.00,10.00,11.40,43.00,15000.00,10527.89,0.70,1509.00,15.00,1750.00,0.00,0.00,1.51,946.99,5.07
2.10,-78.00,-10.00,18.00,15.00,8.00,10.86,42.00,15000.00,11049.93,0.74,1547.00,15.00,1750.00,0.00,0.00,1.55,946.99,4.83
2.10,-72.00,-8.00,13.00,15.00,2.00,18.71,42.00,26000.00,11118.06,0.43,898.00,26.00,1750.00,0.00,0.00,0.90,946.99,4.80
2.00,-77.00,-8.00,16.00,15.00,12.00,13.09,40.00,18000.00,10997.99,0.61,1222.01,18.00,1750.00,0.00,0.00,1.22,946.99,4.85
2.00,-66.00,-5.00,21.00,15.00,7.00,12.56,40.00,17000.00,10828.97,0.64,1274.00,17.00,1750.00,0.00,0.00,1.27,946.99,4.93
2.00,-78.00,-7.00,15.00,15.00,4.00,17.96,40.00,25000.00,11137.47,0.45,891.00,25.00,1750.00,0.00,0.00,0.89,946.99,4.79
1.40,-68.00,-6.00,36.00,15.00,3.00,12.51,28.00,17000.00,10867.83,0.64,895.00,17.00,1750.00,0.00,0.00,0.90,946.99,4.91
2.05,-90.00,-7.00,12.00,15.00,8.00,14.51,41.00,20000.00,11024.37,0.55,1130.00,20.00,1750.00,0.00,0.00,1.13,946.99,4.84
5.50,-98.00,-12.00,1.00,15.00,18.00,5.28,110.00,7000.00,10609.42,1.52,8336.00,7.00,1750.00,0.00,0.00,8.34,946.99,7.54
2.70,-90.00,-8.00,27.00,3.00,7.00,10.71,54.00,100000.00,74703.52,0.75,2017.00,100.00,1750.00,0.00,0.00,2.02,946.99,1.07
2.00,-93.00,-9.00,15.00,15.00,7.00,5.18,40.00,7000.00,10818.45,1.55,3091.00,7.00,1750.00,0.00,0.00,3.09,946.99,7.39
2.40,-94.00,-11.00,13.00,15.00,8.00,15.62,48.00,21000.00,10753.72,0.51,1229.00,21.00,1750.00,0.00,0.00,1.23,946.99,4.96
2.50,-97.00,-8.00,14.00,15.00,7.00,3.92,50.00,5000.00,10205.96,2.04,5103.00,5.00,1750.00,0.00,0.00,5.10,946.99,5.23
2.20,-71.00,-8.00,14.00,14.00,1.00,15.78,44.00,26000.00,13177.23,0.51,1115.00,26.00,1750.00,0.00,0.00,1.12,946.99,4.05
1.50,-77.00,-5.00,21.00,15.00,5.00,20.07,30.00,27000.00,10763.94,0.40,598.00,27.00,1750.00,0.00,0.00,0.60,946.99,4.95
