payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
2.40,-106.00,-8.00,7.00,15.00,6.00,11.00,46.01,15000.00,10912.46,0.73,1746.00,15.00,1750.00,0.00,0.00,1.75,853.85,4.89
1.40,-98.00,-7.00,13.00,15.00,7.00,16.72,27.99,23000.00,11007.09,0.48,670.00,23.00,1750.00,0.00,0.00,0.67,853.85,4.85
0.85,-79.00,-6.00,22.00,15.00,6.00,15.63,17.00,21000.00,10747.05,0.51,435.00,21.00,1750.00,0.00,0.00,0.44,853.85,4.96
0.75,-80.00,-5.00,22.00,15.00,2.00,16.35,15.00,22000.00,10765.32,0.49,367.00,22.00,1750.00,0.00,0.00,0.37,853.85,3.72
0.70,-79.00,-6.00,29.00,15.00,2.00,15.77,14.00,21000.00,10649.96,0.51,355.00,21.00,1750.00,0.00,0.00,0.36,853.85,5.01
3.05,-90.00,-6.00,22.00,15.00,22.00,22.10,61.85,30000.00,10858.99,0.36,1104.00,30.00,1750.00,0.00,0.00,1.10,853.85,4.91
0.75,-97.00,-7.00,15.00,15.00,9.00,16.85,15.00,23000.00,10917.29,0.47,356.00,23.00,1750.00,0.00,0.00,0.36,853.85,4.89
1.15,-79.00,-7.00,13.00,15.00,4.00,7.12,23.00,10000.00,11243.44,1.12,1293.00,10.00,1750.00,0.00,0.00,1.29,853.85,4.74
0.70,-77.00,-5.00,29.00,15.00,3.00,9.32,14.00,13000.00,11161.39,0.86,601.00,13.00,1750.00,0.00,0.00,0.60,853.85,4.78
0.70,-78.00,-6.00,28.00,15.00,4.00,9.61,14.00,13000.00,10827.10,0.83,583.00,13.00,1750.00,0.00,0.00,0.58,853.85,4.93
1.30,-88.00,-6.00,20.00,15.00,4.00,14.21,26.00,19000.00,10698.42,0.56,732.00,19.00,1750.00,0.00,0.00,0.73,853.85,4.99
2.55,-90.00,-6.00,7.00,6.00,14.00,19.39,51.00,100000.00,41254.76,0.41,1052.00,100.00,1750.00,0.00,0.00,1.05,853.85,1.29
0.40,-81.00,-6.00,25.00,15.00,14.00,13.68,8.00,18000.00,10529.93,0.58,234.00,18.00,1750.00,0.00,0.00,0.23,853.85,5.06
0.30,-80.00,-6.00,28.00,15.00,14.00,13.19,6.00,18000.00,10919.93,0.61,182.00,18.00,1750.00,0.00,0.00,0.18,853.85,4.88
0.45,-80.00,-6.00,29.00,15.00,14.00,14.40,9.00,20000.00,11111.03,0.56,250.00,20.00,1750.00,0.00,0.00,0.25,853.85,4.80
0.50,-72.00,-4.00,25.00,15.00,14.00,15.56,10.00,21000.00,10793.93,0.51,257.00,21.00,1750.00,0.00,0.00,0.26,853.85,4.94
0.30,-74.00,-5.00,30.00,15.00,14.00,13.56,6.01,18000.00,10619.94,0.59,177.00,18.00,1750.00,0.00,0.00,0.18,853.85,5.02
0.55,-71.00,-5.00,22.00,15.00,14.00,11.55,10.99,16000.00,11083.59,0.69,381.00,16.00,1750.00,0.00,0.00,0.38,853.85,4.81
0.65,-72.00,-5.00,40.00,15.00,2.00,13.03,13.00,17000.00,10435.37,0.61,399.00,17.00,1750.00,0.00,0.00,0.40,853.85,5.11
0.35,-74.00,-5.00,37.00,15.00,2.00,12.50,7.00,17000.00,10880.00,0.64,224.00,17.00,1750.00,0.00,0.00,0.22,853.85,4.90
0.65,-82.00,-5.00,37.00,15.00,2.00,12.56,13.00,17000.00,10827.68,0.64,414.00,17.00,1750.00,0.00,0.00,0.41,853.85,4.93
0.50,-82.00,-4.00,29.00,15.00,9.00,9.66,10.00,13000.00,10763.96,0.83,414.00,13.00,1750.00,0.00,0.00,0.41,853.85,4.95
2.25,-95.00,-7.00,13.00,8.00,19.00,11.51,45.00,50000.00,34755.41,0.70,1564.00,50.00,1750.00,0.00,0.00,1.56,853.85,1.53
2.45,-86.00,-8.00,29.00,13.00,19.00,12.56,49.00,23000.00,14654.23,0.64,1561.00,23.00,1750.00,0.00,0.00,1.56,853.85,3.64
2.00,-83.00,-6.00,11.00,15.00,8.00,8.31,40.00,11000.00,10592.97,0.96,1926.00,11.00,1750.00,0.00,0.00,1.93,853.85,5.03
2.15,-95.00,-7.00,7.00,15.00,49.00,12.77,43.01,17000.00,10650.63,0.63,1347.00,17.00,1750.00,0.00,0.00,1.35,853.85,5.01
2.75,-99.00,-8.00,14.00,15.00,31.00,16.96,54.99,23000.00,10847.59,0.47,1297.00,23.00,1750.00,0.00,0.00,1.30,853.85,4.92
2.00,-88.00,-8.00,4.00,15.00,8.00,13.65,40.00,18000.00,10547.98,0.59,1172.00,18.00,1750.00,0.00,0.00,1.17,853.85,5.06
2.15,-98.00,-9.00,1.00,10.00,4.00,16.10,43.00,48000.00,23843.67,0.50,1068.00,48.00,1750.00,0.00,0.00,1.07,853.85,2.24
2.05,-96.00,-6.00,13.00,15.00,6.00,6.91,41.00,9000.00,10426.79,1.16,2375.00,9.00,1750.00,0.00,0.00,2.38,853.85,5.12
1.20,-75.00,-5.00,24.00,10.00,4.00,13.97,24.00,43000.00,24617.32,0.57,687.00,43.00,1750.00,0.00,0.00,0.69,853.85,2.17
