payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
5.70,-81.00,-9.00,15.00,12.00,2.00,16.49,116.68,35000.00,16978.03,0.49,2765.00,35.00,1750.00,0.00,0.00,2.77,737.33,2.36
3.00,-84.00,-6.00,25.00,15.00,7.00,22.62,58.36,31000.00,10963.60,0.35,1061.00,31.00,1750.00,0.00,0.00,1.06,737.33,4.86
3.20,-77.00,-5.00,31.00,15.00,4.00,19.66,64.19,27000.00,10985.60,0.41,1302.00,27.00,1750.00,0.00,0.00,1.30,737.33,4.85
6.05,-76.00,-6.00,31.00,15.00,9.00,27.77,121.47,37000.00,10659.64,0.29,1743.00,37.00,1750.00,0.00,0.00,1.74,737.33,5.00
6.00,-105.00,-11.00,-2.00,5.00,50.00,11.17,122.48,100000.00,71616.56,0.72,4297.01,100.00,1750.00,0.00,0.00,4.30,737.33,0.74
5.10,-99.00,-9.00,4.00,15.00,7.00,18.40,112.27,25000.00,10867.62,0.43,2217.00,25.00,1750.00,0.00,0.00,2.22,737.33,4.91
6.00,-76.00,-9.00,7.00,15.00,4.00,17.52,120.58,24000.00,10959.97,0.46,2740.00,24.00,1750.00,0.00,0.00,2.74,737.33,4.87
