payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
6.05,-78.00,-6.00,26.00,15.00,2.00,34.80,122.34,47000.00,10806.09,0.23,1391.00,47.00,1750.00,0.00,0.00,1.39,683.01,4.94
6.00,-83.00,-7.00,4.00,6.00,4.00,24.78,120.53,100000.00,32283.19,0.32,1937.00,100.00,1750.00,0.00,0.00,1.94,683.01,1.65
6.05,-97.00,-6.00,14.00,10.00,12.00,21.14,121.34,65000.00,24592.45,0.38,2289.00,65.00,1750.00,0.00,0.00,2.29,683.01,2.17
6.05,-103.00,-8.00,5.00,8.00,12.00,18.06,121.39,79000.00,34994.85,0.44,2679.99,79.00,1750.00,0.00,0.00,2.68,683.01,1.52
6.05,-88.00,-6.00,16.00,12.00,5.00,19.45,120.87,41000.00,16860.72,0.41,2487.99,41.00,1750.00,0.00,0.00,2.49,683.01,3.16
