payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
6.65,-110.00,-8.00,8.00,12.00,14.00,2.86,131.04,6000.00,16771.08,2.80,18588.03,6.00,1865.00,33.22,21.16,18.59,1049.04,2.39
6.10,-110.00,-7.00,11.00,15.00,6.00,18.82,207.01,26000.00,11052.07,0.43,2592.99,26.00,2630.00,4.64,21.17,2.59,1049.04,3.62
2.75,-92.00,-7.00,4.00,15.00,7.00,12.08,54.99,16000.00,10594.89,0.66,1821.00,16.00,1865.00,2.89,18.94,1.82,1049.04,3.78
2.05,-83.00,-6.00,6.00,6.00,3.00,19.45,112.00,100000.00,41121.80,0.41,843.00,100.00,2630.00,0.97,11.16,0.84,1049.04,0.97
1.55,-92.00,-6.00,17.00,15.00,3.00,22.46,31.00,30000.00,10683.81,0.36,552.00,30.00,2630.00,0.82,17.53,0.55,1049.04,3.74
1.90,-80.00,-5.00,25.00,15.00,6.00,24.40,92.00,33000.00,10820.47,0.33,623.00,33.00,2630.00,0.65,5.52,0.62,1049.04,3.70
4.35,-96.00,-6.00,18.00,12.00,9.00,29.79,87.00,62000.00,16647.31,0.27,1168.00,62.00,2630.00,1.98,20.27,1.17,1049.04,2.40
2.50,-91.00,-6.00,30.00,15.00,9.00,28.09,50.00,38000.00,10822.36,0.28,712.00,38.00,2630.00,0.80,9.47,0.71,1049.04,3.70
6.25,-106.00,-8.00,6.00,5.00,23.00,6.60,125.01,64000.00,77567.65,1.21,7574.99,64.00,860.00,13.05,21.78,7.57,1049.04,0.52
6.05,-111.00,-10.00,5.00,15.00,63.00,5.06,120.99,7000.00,11056.49,1.58,9556.00,7.00,1865.00,17.44,21.50,9.56,1049.04,3.62
