payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
6.80,-109.00,-11.00,-3.00,8.00,17.00,5.21,134.04,23000.00,35308.23,1.54,10439.00,23.00,860.00,17.05,20.97,10.44,1199.04,1.13
2.00,-89.00,-7.00,5.00,6.00,4.00,14.59,150.00,100000.00,54849.75,0.55,1097.00,100.00,1865.00,1.76,19.11,1.10,1199.04,0.73
6.10,-106.00,-6.00,13.00,15.00,10.00,9.78,122.00,13000.00,10632.25,0.82,4989.00,13.00,2630.00,8.92,21.17,4.99,1199.04,3.76
2.40,-89.00,-6.00,28.00,14.00,5.00,20.73,79.00,34000.00,13118.30,0.39,926.00,34.00,2630.00,1.04,9.95,0.93,1199.04,3.05
1.50,-90.00,-6.00,24.00,15.00,5.00,17.54,30.00,24000.00,10943.97,0.46,684.00,24.00,2630.00,0.92,15.55,0.68,1199.04,3.65
2.40,-92.00,-7.00,25.00,15.00,4.00,25.00,48.00,34000.00,10879.96,0.32,768.00,34.00,2630.00,1.10,16.91,0.77,1199.04,3.68
1.55,-87.00,-5.00,27.00,15.00,4.00,21.64,31.00,29000.00,10720.59,0.37,573.00,29.00,2630.00,0.65,10.38,0.57,1199.04,3.73
1.50,-90.00,-5.00,25.00,15.00,6.00,22.02,60.00,30000.00,10899.97,0.36,545.00,30.00,2630.00,0.76,16.39,0.55,1199.04,3.67
9.30,-105.00,-9.00,10.00,9.00,10.00,12.43,186.00,44000.00,28320.86,0.64,5986.03,44.00,2630.00,10.81,21.33,5.99,1199.04,1.41
2.00,-93.00,-7.00,24.00,12.00,9.00,16.43,40.00,35000.00,17044.90,0.49,974.00,35.00,2630.00,1.54,18.83,0.97,1199.04,2.35
2.20,-91.00,-4.00,21.00,15.00,8.00,23.62,44.00,32000.00,10836.30,0.34,745.00,32.00,2630.00,0.86,11.72,0.74,1199.04,3.69
1.50,-91.00,-6.00,22.00,15.00,9.00,37.15,30.00,49000.00,10551.31,0.22,323.00,49.00,2630.00,0.43,15.47,0.32,1199.04,3.79
6.00,-117.00,-9.00,8.00,15.00,24.00,2.46,120.00,3000.00,9774.45,3.26,19548.97,3.00,2630.00,34.57,20.98,19.55,1199.04,4.09
