payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
0.50,-102.00,-12.00,-5.00,5.00,16.00,8.15,9.59,78000.00,76595.71,0.98,491.00,78.00,1750.00,0.00,0.00,0.49,922.51,1.04
0.50,-98.00,-12.00,-2.00,5.00,16.00,6.84,10.10,64000.00,74879.75,1.17,585.00,64.00,1750.00,0.00,0.00,0.59,922.51,1.07
0.55,-87.00,-8.00,7.00,9.00,9.00,5.76,11.23,20000.00,27781.73,1.39,764.00,20.00,1750.00,0.00,0.00,0.76,922.51,1.92
0.50,-92.00,-12.00,-3.00,6.00,11.00,6.63,9.77,48000.00,57887.82,1.21,603.00,48.00,1750.00,0.00,0.00,0.60,922.51,1.38
0.50,-92.00,-8.00,1.00,6.00,11.00,2.47,11.01,18000.00,58319.66,3.24,1620.00,18.00,1750.00,0.00,0.00,1.62,922.51,0.91
0.50,-96.00,-13.00,-8.00,6.00,13.00,6.94,8.97,49000.00,56447.79,1.15,576.00,49.00,1750.00,0.00,0.00,0.58,922.51,1.42
0.50,-91.00,-7.00,5.00,7.00,13.00,8.49,9.89,20000.00,18839.93,0.94,471.00,20.00,1750.00,0.00,0.00,0.47,922.51,4.25
0.50,-90.00,-9.00,5.00,12.00,13.00,9.13,9.97,20000.00,17519.94,0.88,438.00,20.00,1750.00,0.00,0.00,0.44,922.51,4.57
0.50,-91.00,-8.00,6.00,7.00,12.00,8.20,10.08,19000.00,18543.94,0.98,488.00,19.00,1750.00,0.00,0.00,0.49,922.51,2.88
0.50,-95.00,-9.00,1.00,8.00,12.00,9.24,9.91,40000.00,34639.87,0.87,433.00,40.00,1750.00,0.00,0.00,0.43,922.51,1.54
0.55,-91.00,-9.00,7.00,10.00,12.00,6.37,11.29,20000.00,25127.17,1.26,691.00,20.00,1750.00,0.00,0.00,0.69,922.51,2.12
0.50,-92.00,-10.00,3.00,9.00,12.00,7.21,9.85,25000.00,27749.91,1.11,555.00,25.00,1750.00,0.00,0.00,0.56,922.51,1.92
0.50,-93.00,-8.00,5.00,6.00,12.00,7.42,10.03,53000.00,57133.77,1.08,539.00,53.00,1750.00,0.00,0.00,0.54,922.51,0.93
0.55,-92.00,-11.00,-2.00,7.00,12.00,6.21,11.13,14000.00,18047.20,1.29,709.00,14.00,1750.00,0.00,0.00,0.71,922.51,2.96
0.50,-80.00,-7.00,10.00,10.00,12.00,7.07,9.87,22000.00,24903.92,1.13,566.00,22.00,1750.00,0.00,0.00,0.57,922.51,2.14
0.55,-82.00,-7.00,10.00,7.00,12.00,6.83,11.11,16000.00,18734.49,1.17,644.00,16.00,1750.00,0.00,0.00,0.64,922.51,2.85
0.50,-71.00,-5.00,19.00,9.00,12.00,7.81,9.88,27000.00,27647.89,1.02,512.00,27.00,1750.00,0.00,0.00,0.51,922.51,1.93
0.55,-73.00,-9.00,15.00,11.00,12.00,8.91,10.95,22000.00,19759.92,0.90,494.00,22.00,1750.00,0.00,0.00,0.49,922.51,2.70
0.55,-66.00,-7.00,18.00,12.00,12.00,10.19,10.89,22000.00,17279.97,0.79,432.00,22.00,1750.00,0.00,0.00,0.43,922.51,3.09
0.50,-71.00,-10.00,21.00,12.00,12.00,7.77,10.24,17000.00,17509.93,1.03,515.00,17.00,1750.00,0.00,0.00,0.52,922.51,3.05
0.50,-74.00,-8.00,7.00,6.00,1.00,10.36,9.74,73000.00,56355.97,0.77,386.00,73.00,1750.00,0.00,0.00,0.39,922.51,0.95
