payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
0.50,-98.00,-9.00,2.00,5.00,18.00,3.89,5.38,37000.00,76071.62,2.06,1028.00,37.00,1750.00,0.00,0.00,1.03,949.02,1.05
0.50,-96.00,-12.00,-5.00,7.00,18.00,3.39,10.14,8000.00,18863.92,2.36,1179.00,8.00,1750.00,0.00,0.00,1.18,949.02,4.24
0.50,-96.00,-13.00,-7.00,4.00,18.00,5.08,9.62,71000.00,111753.61,1.57,787.00,71.00,1750.00,0.00,0.00,0.79,949.02,0.72
0.55,-93.00,-10.00,-4.00,4.00,18.00,6.75,10.86,93000.00,110246.88,1.19,652.00,93.00,1750.00,0.00,0.00,0.65,949.02,0.73
0.55,-93.00,-10.00,-5.00,7.00,18.00,6.24,11.06,15000.00,19227.19,1.28,705.00,15.00,1750.00,0.00,0.00,0.70,949.02,4.16
0.50,-94.00,-11.00,-3.00,7.00,18.00,7.09,9.87,16000.00,18047.92,1.13,564.00,16.00,1750.00,0.00,0.00,0.56,949.02,4.43
0.50,-93.00,-11.00,-3.00,8.00,18.00,6.84,10.00,29000.00,33929.89,1.17,585.00,29.00,1750.00,0.00,0.00,0.59,949.02,2.36
0.50,-92.00,-10.00,-4.00,6.00,18.00,4.49,10.32,32000.00,57023.85,1.78,891.00,32.00,1750.00,0.00,0.00,0.89,949.02,1.40
0.50,-96.00,-14.00,-5.00,6.00,19.00,2.30,10.84,17000.00,59159.76,3.48,1740.00,17.00,1750.00,0.00,0.00,1.74,949.02,1.35
0.50,-91.00,-11.00,-1.00,7.00,9.00,2.96,9.66,7000.00,18899.96,2.70,1350.00,7.00,1750.00,0.00,0.00,1.35,949.02,2.82
0.50,-90.00,-10.00,-4.00,6.00,11.00,1.48,11.31,11000.00,59597.58,5.42,2708.99,11.00,1750.00,0.00,0.00,2.71,949.02,1.34
0.50,-100.00,-11.00,1.00,8.00,13.00,4.26,8.55,19000.00,35643.85,1.88,938.00,19.00,1750.00,0.00,0.00,0.94,949.02,1.50
0.50,-97.00,-10.00,1.00,7.00,13.00,7.45,9.28,17000.00,18257.93,1.07,537.00,17.00,1750.00,0.00,0.00,0.54,949.02,4.38
0.55,-90.00,-8.00,3.00,6.00,13.00,6.30,11.16,44000.00,55839.78,1.27,698.00,44.00,1750.00,0.00,0.00,0.70,949.02,1.43
0.50,-86.00,-8.00,8.00,9.00,12.00,7.97,9.82,28000.00,28111.89,1.00,502.00,28.00,1750.00,0.00,0.00,0.50,949.02,1.90
0.50,-95.00,-9.00,-1.00,6.00,12.00,3.22,10.74,23000.00,57085.77,2.48,1241.00,23.00,1750.00,0.00,0.00,1.24,949.02,0.93
0.50,-92.00,-9.00,8.00,7.00,12.00,3.33,10.02,8000.00,19247.95,2.41,1203.00,8.00,1750.00,0.00,0.00,1.20,949.02,2.77
0.50,-98.00,-10.00,1.00,6.00,12.00,3.85,9.84,28000.00,58239.76,2.08,1040.00,28.00,1750.00,0.00,0.00,1.04,949.02,0.92
0.50,-93.00,-10.00,4.00,6.00,12.00,4.02,9.91,29000.00,57651.78,1.99,994.00,29.00,1750.00,0.00,0.00,0.99,949.02,0.93
0.50,-93.00,-8.00,8.00,10.00,12.00,4.35,9.93,13000.00,23919.92,1.84,920.00,13.00,1750.00,0.00,0.00,0.92,949.02,2.23
0.50,-86.00,-7.00,7.00,6.00,12.00,4.01,10.17,29000.00,57883.80,2.00,998.00,29.00,1750.00,0.00,0.00,1.00,949.02,0.92
0.50,-79.00,-12.00,10.00,8.00,12.00,4.73,9.77,21000.00,35531.87,1.69,846.00,21.00,1750.00,0.00,0.00,0.85,949.02,1.50
0.50,-80.00,-11.00,10.00,9.00,12.00,5.90,9.84,21000.00,28475.88,1.36,678.00,21.00,1750.00,0.00,0.00,0.68,949.02,1.87
