payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
3.55,-84.00,-5.00,24.00,10.00,6.00,30.64,71.95,92000.00,24023.55,0.26,927.00,92.00,1815.00,1.19,14.55,0.93,678.00,1.67
0.60,-72.00,-4.00,30.00,13.00,6.00,13.22,11.37,24000.00,14519.93,0.60,363.00,24.00,1815.00,0.33,-5.98,0.36,678.00,2.75
0.50,-64.00,-5.00,32.00,12.00,6.00,10.34,10.04,22000.00,17027.86,0.77,387.00,22.00,1815.00,0.36,-9.31,0.39,678.00,2.35
0.80,-76.00,-6.00,30.00,15.00,1.00,14.10,16.07,19000.00,10782.44,0.57,454.00,19.00,1815.00,0.42,-4.20,0.45,678.00,3.71
0.75,-75.00,-5.00,27.00,15.00,1.00,11.76,15.04,16000.00,10879.91,0.68,510.00,16.00,1815.00,0.47,-4.47,0.51,678.00,3.68
1.85,-101.00,-6.00,22.00,15.00,1.00,23.91,37.18,32000.00,10707.00,0.33,619.00,32.00,1815.00,0.87,16.56,0.62,678.00,3.74
0.55,-76.00,-4.00,31.00,15.00,10.00,11.58,10.72,16000.00,11054.50,0.69,380.00,16.00,1815.00,0.35,-4.31,0.38,678.00,3.62
1.65,-72.00,-5.00,31.00,15.00,10.00,19.24,33.30,26000.00,10809.63,0.42,686.00,26.00,1815.00,0.63,-5.98,0.69,678.00,3.70
0.50,-77.00,-4.00,31.00,13.00,3.00,8.60,9.87,16000.00,14879.95,0.93,465.00,16.00,1815.00,0.51,7.09,0.47,678.00,2.69
0.80,-82.00,-5.00,27.00,15.00,3.00,13.17,15.93,18000.00,10934.94,0.61,486.00,18.00,1815.00,0.56,10.98,0.49,678.00,3.66
0.50,-83.00,-5.00,26.00,15.00,3.00,9.30,9.95,13000.00,11179.96,0.86,430.00,13.00,1815.00,0.52,13.00,0.43,678.00,3.58
3.55,-83.00,-5.00,25.00,15.00,3.00,27.52,71.67,37000.00,10756.01,0.29,1032.00,37.00,1815.00,1.31,14.40,1.03,678.00,3.72
0.55,-69.00,-5.00,30.00,15.00,10.00,10.02,10.31,14000.00,11174.52,0.80,439.00,14.00,1815.00,0.41,-8.53,0.44,678.00,3.58
6.05,-81.00,-5.00,25.00,11.00,19.00,31.80,122.11,79000.00,19873.96,0.25,1522.00,79.00,1815.00,1.49,3.34,1.52,678.00,2.01
0.95,-78.00,-6.00,21.00,15.00,19.00,14.07,18.01,19000.00,10799.98,0.57,540.00,19.00,1815.00,0.51,2.07,0.54,678.00,3.70
0.85,-75.00,-5.00,32.00,15.00,4.00,13.10,16.95,18000.00,10990.52,0.61,519.00,18.00,1815.00,0.48,-4.72,0.52,678.00,3.64
0.75,-82.00,-5.00,30.00,12.00,4.00,11.79,15.05,25000.00,16966.55,0.68,509.00,25.00,1815.00,0.58,10.98,0.51,678.00,2.36
1.05,-78.00,-5.00,26.00,15.00,6.00,18.34,20.89,25000.00,10904.71,0.44,458.00,25.00,1815.00,0.50,6.94,0.46,678.00,3.67
1.10,-84.00,-5.00,21.00,15.00,6.00,18.97,22.12,26000.00,10967.22,0.42,464.00,26.00,1815.00,0.46,4.05,0.46,678.00,3.65
0.50,-84.00,-4.00,30.00,13.00,11.00,9.62,9.84,18000.00,14975.94,0.83,416.00,18.00,1815.00,0.46,8.31,0.42,678.00,2.67
3.75,-66.00,-6.00,28.00,15.00,2.00,30.00,75.61,41000.00,10933.30,0.27,1000.00,41.00,1815.00,0.92,-5.12,1.00,678.00,3.66
0.55,-73.00,-6.00,30.00,15.00,2.00,12.15,10.35,16000.00,10530.91,0.66,362.00,16.00,1815.00,0.33,-4.80,0.36,678.00,3.80
0.65,-79.00,-7.00,14.00,6.00,1.00,12.29,13.05,86000.00,55965.90,0.65,423.00,86.00,1815.00,0.40,1.46,0.42,678.00,0.71
0.70,-79.00,-6.00,31.00,15.00,1.00,13.24,14.02,18000.00,10877.12,0.60,423.00,18.00,1815.00,0.39,-1.57,0.42,678.00,3.68
0.55,-84.00,-6.00,33.00,10.00,1.00,6.92,11.20,21000.00,24283.53,1.16,636.00,21.00,1815.00,0.78,13.50,0.64,678.00,1.65
