payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
3.60,-79.00,-6.00,29.00,15.00,7.00,18.96,73.69,26000.00,10970.52,0.42,1519.00,26.00,1815.00,1.68,7.77,1.52,709.30,3.65
0.60,-78.00,-5.00,24.00,11.00,7.00,11.97,10.86,30000.00,20049.96,0.67,401.00,30.00,1815.00,0.44,7.81,0.40,709.30,2.00
0.50,-66.00,-5.00,31.00,15.00,7.00,8.81,10.06,12000.00,10895.95,0.91,454.00,12.00,1815.00,0.42,-5.88,0.45,709.30,3.67
0.95,-79.00,-5.00,21.00,15.00,1.00,17.76,18.97,24000.00,10812.58,0.45,428.00,24.00,1815.00,0.47,7.48,0.43,709.30,3.70
0.50,-76.00,-5.00,31.00,15.00,1.00,10.47,9.96,14000.00,10696.00,0.76,382.00,14.00,1815.00,0.35,-4.31,0.38,709.30,3.74
1.85,-98.00,-5.00,32.00,15.00,1.00,20.39,37.45,28000.00,10988.04,0.39,726.00,28.00,1815.00,0.84,11.80,0.73,709.30,3.64
0.50,-79.00,-4.00,31.00,15.00,10.00,10.50,9.56,14000.00,10667.99,0.76,381.00,14.00,1815.00,0.41,6.14,0.38,709.30,3.75
0.50,-89.00,-5.00,25.00,14.00,10.00,9.78,10.04,16000.00,13087.95,0.82,409.00,16.00,1815.00,0.54,15.31,0.41,709.30,3.06
0.50,-84.00,-6.00,18.00,12.00,10.00,12.54,9.88,27000.00,17225.98,0.64,319.00,27.00,1815.00,0.37,11.08,0.32,709.30,2.32
0.60,-73.00,-5.00,33.00,15.00,1.00,13.30,12.04,18000.00,10830.00,0.60,361.00,18.00,1815.00,0.33,-5.19,0.36,709.30,3.69
0.55,-81.00,-6.00,29.00,14.00,1.00,12.32,11.00,20000.00,12981.74,0.65,357.00,20.00,1815.00,0.33,-1.62,0.36,709.30,3.08
0.50,-82.00,-6.00,26.00,15.00,1.00,10.44,10.04,14000.00,10723.96,0.77,383.00,14.00,1815.00,0.44,10.94,0.38,709.30,3.73
0.50,-78.00,-5.00,30.00,14.00,1.00,11.73,9.93,19000.00,12957.90,0.68,341.00,19.00,1815.00,0.37,6.98,0.34,709.30,3.09
0.65,-88.00,-6.00,22.00,11.00,1.00,14.17,13.04,35000.00,19761.45,0.56,367.00,35.00,1815.00,0.47,14.77,0.37,709.30,2.02
3.75,-80.00,-7.00,25.00,15.00,17.00,26.64,75.78,36000.00,10809.55,0.30,1126.00,36.00,1815.00,1.26,8.91,1.13,709.30,3.70
0.50,-70.00,-5.00,32.00,1.00,17.00,12.50,9.18,100000.00,64000.00,0.64,320.00,100.00,1815.00,0.30,-8.36,0.32,709.30,0.62
0.50,-74.00,-4.00,26.00,12.00,17.00,11.70,10.02,25000.00,17099.86,0.68,342.00,25.00,1815.00,0.31,-4.17,0.34,709.30,2.34
0.60,-82.00,-6.00,25.00,12.00,1.00,11.32,12.10,25000.00,17666.60,0.71,424.00,25.00,1815.00,0.48,10.94,0.42,709.30,2.26
5.55,-84.00,-8.00,22.00,15.00,11.00,31.87,112.05,43000.00,10792.56,0.25,1393.00,43.00,1815.00,1.60,11.48,1.39,709.30,3.71
1.30,-84.00,-8.00,24.00,15.00,14.00,17.33,25.18,24000.00,11076.88,0.46,600.00,24.00,1815.00,0.66,7.59,0.60,709.30,3.61
0.60,-86.00,-10.00,28.00,11.00,7.00,13.37,12.06,34000.00,20343.29,0.60,359.00,34.00,1815.00,0.41,10.81,0.36,709.30,1.97
0.50,-80.00,-5.00,29.00,15.00,4.00,10.03,9.64,14000.00,11171.96,0.80,399.00,14.00,1815.00,0.42,5.59,0.40,709.30,3.58
0.60,-85.00,-5.00,24.00,1.00,4.00,12.40,12.01,100000.00,64500.00,0.65,387.00,100.00,1815.00,0.49,14.28,0.39,709.30,0.62
1.25,-82.00,-6.00,22.00,15.00,4.00,19.19,25.23,26000.00,10836.78,0.42,521.00,26.00,1815.00,0.59,10.44,0.52,709.30,3.69
1.50,-87.00,-5.00,19.00,15.00,10.00,22.60,30.02,31000.00,10973.94,0.35,531.00,31.00,1815.00,0.73,16.08,0.53,709.30,3.65
1.30,-96.00,-6.00,26.00,9.00,9.00,14.50,26.22,51000.00,28128.43,0.55,717.00,51.00,1815.00,1.10,18.20,0.72,709.30,1.42
0.70,-98.00,-8.00,19.00,10.00,9.00,11.38,13.63,35000.00,24599.81,0.70,492.00,35.00,1815.00,0.80,19.48,0.49,709.30,1.63
1.00,-84.00,-5.00,24.00,12.00,3.00,14.36,20.11,30000.00,16709.95,0.56,557.00,30.00,1815.00,0.70,14.19,0.56,709.30,2.39
0.85,-80.00,-6.00,27.00,15.00,2.00,16.75,16.79,23000.00,10985.86,0.48,406.00,23.00,1815.00,0.38,0.98,0.41,709.30,3.64
0.50,-73.00,-6.00,32.00,15.00,2.00,11.94,9.94,16000.00,10720.00,0.67,335.00,16.00,1815.00,0.31,-4.80,0.34,709.30,3.73
0.65,-73.00,-6.00,29.00,15.00,1.00,10.61,13.15,14000.00,10553.79,0.75,490.00,14.00,1815.00,0.45,-4.09,0.49,709.30,3.79
0.50,-73.00,-5.00,26.00,12.00,1.00,9.76,9.95,21000.00,17219.94,0.82,410.00,21.00,1815.00,0.38,-4.23,0.41,709.30,2.32
0.85,-80.00,-6.00,27.00,15.00,1.00,14.88,17.04,20000.00,10752.90,0.54,457.00,20.00,1815.00,0.42,-1.73,0.46,709.30,3.72
