payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
0.55,-103.00,-10.00,7.00,10.00,7.00,3.83,12.23,12000.00,25069.01,2.09,1149.00,12.00,1815.00,1.97,20.44,1.15,683.04,1.60
0.55,-106.00,-10.00,4.00,8.00,9.00,9.26,10.25,40000.00,34545.33,0.86,475.00,40.00,1815.00,0.81,20.33,0.48,683.04,1.16
0.55,-103.00,-11.00,-3.00,6.00,9.00,7.19,11.19,51000.00,56748.87,1.11,612.00,51.00,1815.00,1.05,20.50,0.61,683.04,0.70
0.50,-105.00,-9.00,18.00,7.00,13.00,3.64,10.51,8000.00,17567.94,2.20,1098.00,8.00,1815.00,1.58,16.92,1.10,683.04,2.28
0.50,-108.00,-8.00,9.00,8.00,6.00,3.76,9.92,17000.00,36141.86,2.13,1063.00,17.00,1815.00,1.96,21.70,1.06,683.04,1.11
0.50,-108.00,-9.00,3.00,10.00,6.00,2.63,10.45,8000.00,24351.92,3.04,1522.00,8.00,1815.00,2.82,21.75,1.52,683.04,1.64
0.55,-77.00,-5.00,27.00,15.00,7.00,10.60,9.88,14000.00,10563.55,0.75,415.00,14.00,870.00,0.28,7.14,0.41,683.04,3.79
0.50,-71.00,-7.00,30.00,14.00,7.00,8.33,10.06,14000.00,13439.94,0.96,480.00,14.00,870.00,0.26,-6.78,0.48,683.04,2.98
0.55,-60.00,-5.00,33.00,15.00,7.00,9.84,10.98,13000.00,10565.41,0.81,447.00,13.00,870.00,0.24,-12.09,0.45,683.04,3.79
0.50,-65.00,-8.00,23.00,15.00,7.00,8.68,10.01,12000.00,11063.96,0.92,461.00,12.00,870.00,0.25,-6.27,0.46,683.04,3.62
0.50,-53.00,-5.00,21.00,15.00,1.00,11.05,9.90,15000.00,10859.93,0.72,362.00,15.00,870.00,0.20,-10.27,0.36,683.04,7.37
0.50,-61.00,-5.00,25.00,9.00,1.00,9.48,10.07,33000.00,27851.89,0.84,422.00,33.00,870.00,0.23,-7.62,0.42,683.04,2.87
0.50,-78.00,-5.00,10.00,15.00,1.00,8.91,10.01,12000.00,10775.96,0.90,449.00,12.00,870.00,0.29,6.47,0.45,683.04,7.42
0.55,-94.00,-7.00,8.00,11.00,1.00,4.78,11.54,12000.00,20072.64,1.67,920.00,12.00,870.00,1.25,17.88,0.92,683.04,3.99
0.55,-89.00,-6.00,16.00,15.00,11.00,11.31,10.60,15000.00,10609.05,0.71,389.00,15.00,870.00,0.46,15.48,0.39,683.04,7.54
0.55,-75.00,-6.00,18.00,13.00,11.00,10.45,11.02,19000.00,14543.65,0.77,421.00,19.00,870.00,0.26,3.58,0.42,683.04,5.50
0.55,-82.00,-6.00,20.00,12.00,11.00,8.29,11.13,18000.00,17378.12,0.97,531.00,18.00,870.00,0.36,8.41,0.53,683.04,4.60
0.50,-70.00,-6.00,34.00,12.00,11.00,10.08,9.86,21000.00,16673.94,0.79,397.00,21.00,870.00,0.22,-8.50,0.40,683.04,4.80
0.55,-63.00,-5.00,15.00,9.00,1.00,10.38,11.03,36000.00,27752.62,0.77,424.00,36.00,870.00,0.23,-6.70,0.42,683.04,2.88
0.50,-72.00,-6.00,7.00,12.00,1.00,9.50,9.98,20000.00,16839.94,0.84,421.00,20.00,870.00,0.26,1.25,0.42,683.04,4.75
0.50,-67.00,-7.00,10.00,15.00,1.00,8.00,10.08,11000.00,10999.96,1.00,500.00,11.00,870.00,0.29,-0.97,0.50,683.04,7.27
0.50,-76.00,-5.00,25.00,15.00,1.00,10.34,9.92,14000.00,10835.91,0.77,387.00,14.00,870.00,0.21,-3.73,0.39,683.04,7.38
0.50,-79.00,-6.00,25.00,12.00,1.00,8.02,10.08,17000.00,16965.94,1.00,499.00,17.00,870.00,0.29,-1.65,0.50,683.04,4.72
0.50,-87.00,-9.00,10.00,15.00,1.00,7.74,10.02,10000.00,10339.97,1.03,517.00,10.00,870.00,0.61,15.58,0.52,683.04,7.74
0.50,-110.00,-12.00,-2.00,5.00,91.00,3.91,10.51,37000.00,75627.70,2.04,1022.00,37.00,870.00,1.60,20.31,1.02,683.04,0.53
0.50,-100.00,-9.00,0.00,7.00,28.00,3.52,10.11,8000.00,18191.95,2.27,1137.00,8.00,954.00,1.83,20.77,1.14,683.04,2.20
0.55,-103.00,-10.00,1.00,7.00,28.00,4.86,10.91,11000.00,18119.93,1.65,906.00,11.00,954.00,1.43,20.39,0.91,683.04,2.21
0.50,-94.00,-7.00,5.00,9.00,28.00,5.71,9.72,20000.00,28039.87,1.40,701.00,20.00,954.00,1.00,18.73,0.70,683.04,1.43
0.50,-78.00,-5.00,22.00,12.00,28.00,6.61,9.84,14000.00,16939.92,1.21,605.00,14.00,954.00,0.41,8.69,0.60,683.04,2.36
0.55,-67.00,-4.00,25.00,15.00,28.00,6.53,11.08,9000.00,11029.06,1.23,674.00,9.00,954.00,0.37,-4.03,0.67,683.04,3.63
0.55,-68.00,-6.00,22.00,13.00,28.00,6.79,10.99,13000.00,15316.30,1.18,648.00,13.00,954.00,0.36,-4.91,0.65,683.04,2.61
0.50,-67.00,-6.00,13.00,15.00,28.00,3.55,10.48,5000.00,11259.96,2.25,1126.00,5.00,954.00,0.68,0.59,1.13,683.04,3.55
0.50,-65.00,-5.00,32.00,15.00,1.00,6.75,9.44,9000.00,10673.96,1.19,593.00,9.00,954.00,0.33,-7.22,0.59,683.04,3.75
0.50,-69.00,-5.00,30.00,15.00,1.00,5.95,10.06,8000.00,10751.97,1.34,672.00,8.00,954.00,0.37,-8.53,0.67,683.04,3.72
0.55,-87.00,-6.00,11.00,15.00,1.00,5.41,11.30,7000.00,10359.95,1.48,814.00,7.00,954.00,0.95,15.48,0.81,683.04,3.86
0.50,-81.00,-5.00,-7.00,6.00,37.00,4.43,10.05,31000.00,55923.75,1.80,902.00,31.00,954.00,0.58,5.94,0.90,683.04,2.86
0.50,-91.00,-13.00,-2.00,4.00,36.00,2.09,10.98,29000.00,111127.61,3.83,1916.00,29.00,954.00,1.90,13.94,1.92,683.04,1.44
0.55,-82.00,-7.00,1.00,6.00,13.00,8.85,9.50,62000.00,56025.26,0.90,497.00,62.00,954.00,0.29,-1.28,0.50,683.04,0.71
0.55,-82.00,-8.00,-1.00,6.00,8.00,8.85,11.01,62000.00,56025.26,0.90,497.00,62.00,1815.00,0.47,0.20,0.50,683.04,0.71
0.50,-75.00,-6.00,23.00,10.00,8.00,4.02,10.55,12000.00,23903.91,1.99,996.00,12.00,1815.00,0.92,-3.89,1.00,683.04,1.67
