payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
0.55,-86.00,-5.00,15.00,11.00,7.00,8.59,11.57,22000.00,20479.93,0.93,512.00,22.00,1815.00,0.59,11.73,0.51,870.40,1.95
0.50,-83.00,-5.00,16.00,11.00,3.00,9.22,9.96,23000.00,19963.91,0.87,434.00,23.00,1815.00,0.52,12.71,0.43,870.40,2.00
0.55,-80.00,-5.00,27.00,15.00,3.00,9.32,11.02,13000.00,11156.32,0.86,472.00,13.00,1815.00,0.50,5.56,0.47,870.40,3.59
0.50,-80.00,-5.00,26.00,15.00,3.00,7.78,10.07,10000.00,10279.96,1.03,514.00,10.00,1815.00,0.54,5.52,0.51,870.40,3.89
0.55,-90.00,-7.00,16.00,9.00,3.00,9.98,10.93,34000.00,27261.72,0.80,441.00,34.00,1815.00,0.63,16.88,0.44,870.40,1.47
0.50,-100.00,-9.00,4.00,9.00,3.00,8.16,10.03,29000.00,28419.88,0.98,490.00,29.00,1815.00,0.85,20.70,0.49,870.40,1.41
0.55,-99.00,-9.00,11.00,15.00,9.00,8.41,11.03,11000.00,10459.97,0.95,523.00,11.00,1815.00,0.89,20.38,0.52,870.40,3.82
0.55,-100.00,-11.00,5.00,7.00,9.00,9.78,10.96,23000.00,18818.10,0.82,450.00,23.00,1815.00,0.70,18.45,0.45,870.40,2.13
0.50,-98.00,-8.00,7.00,7.00,7.00,8.05,10.04,19000.00,18885.93,0.99,497.00,19.00,1815.00,0.84,20.25,0.50,870.40,2.12
0.50,-101.00,-9.00,7.00,8.00,7.00,6.98,10.05,31000.00,35525.86,1.15,573.00,31.00,1815.00,0.96,20.05,0.57,870.40,1.13
0.50,-79.00,-8.00,10.00,14.00,7.00,6.24,10.07,10000.00,12819.96,1.28,641.00,10.00,1815.00,0.72,9.47,0.64,870.40,3.12
0.50,-91.00,-9.00,2.00,12.00,5.00,9.52,9.76,20000.00,16799.93,0.84,420.00,20.00,1815.00,0.50,12.72,0.42,870.40,2.38
0.50,-90.00,-9.00,5.00,12.00,5.00,9.80,9.99,21000.00,17135.93,0.82,408.00,21.00,1815.00,0.56,15.95,0.41,870.40,2.33
