payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
0.50,-100.00,-8.00,17.00,8.00,6.00,6.70,11.02,29000.00,34625.88,1.19,597.00,29.00,1815.00,1.04,20.66,0.60,711.79,1.16
0.50,-111.00,-12.00,-2.00,8.00,6.00,8.58,9.66,37000.00,34483.88,0.93,466.00,37.00,1815.00,0.79,20.31,0.47,711.79,1.16
0.50,-105.00,-9.00,6.00,10.00,9.00,8.25,10.01,25000.00,24249.92,0.97,485.00,25.00,1815.00,0.82,20.28,0.49,711.79,1.65
0.50,-104.00,-7.00,6.00,11.00,13.00,3.82,10.59,10000.00,20959.91,2.10,1048.00,10.00,1815.00,1.76,20.14,1.05,711.79,1.91
0.50,-109.00,-9.00,4.00,8.00,13.00,3.45,10.12,15000.00,34799.86,2.32,1160.00,15.00,1815.00,2.07,21.14,1.16,711.79,1.15
0.50,-110.00,-9.00,1.00,5.00,7.00,5.35,9.56,51000.00,76295.77,1.50,748.00,51.00,1815.00,1.37,21.61,0.75,711.79,0.52
0.50,-97.00,-8.00,16.00,9.00,7.00,9.90,9.70,34000.00,27471.89,0.81,404.00,34.00,1815.00,0.67,19.84,0.40,711.79,1.46
0.50,-89.00,-7.00,21.00,10.00,7.00,12.08,9.90,37000.00,24493.98,0.66,331.00,37.00,1815.00,0.42,14.48,0.33,711.79,1.63
0.50,-73.00,-5.00,29.00,14.00,7.00,10.08,10.10,16000.00,12703.96,0.79,397.00,16.00,1815.00,0.36,-4.56,0.40,711.79,3.15
0.50,-78.00,-5.00,28.00,13.00,7.00,9.76,9.96,18000.00,14759.95,0.82,410.00,18.00,1815.00,0.45,6.98,0.41,711.79,2.71
0.50,-78.00,-7.00,21.00,15.00,1.00,9.88,10.01,13000.00,10529.96,0.81,405.00,13.00,1815.00,0.38,0.45,0.41,711.79,3.80
0.50,-71.00,-5.00,30.00,15.00,1.00,11.70,9.93,16000.00,10943.91,0.68,342.00,16.00,1815.00,0.32,-6.28,0.34,711.79,3.65
0.50,-85.00,-5.00,26.00,15.00,1.00,9.48,10.10,13000.00,10971.96,0.84,422.00,13.00,1815.00,0.53,14.28,0.42,711.79,3.65
0.50,-101.00,-6.00,22.00,9.00,1.00,8.73,10.03,31000.00,28395.88,0.92,458.00,31.00,1815.00,0.64,16.47,0.46,711.79,1.41
0.50,-107.00,-7.00,7.00,11.00,1.00,5.65,10.23,14000.00,19823.92,1.42,708.00,14.00,1815.00,1.20,20.22,0.71,711.79,2.02
0.50,-100.00,-6.00,17.00,10.00,1.00,10.34,9.71,32000.00,24767.80,0.77,387.00,32.00,1815.00,0.68,20.91,0.39,711.79,1.61
0.50,-77.00,-4.00,31.00,15.00,1.00,11.08,9.95,15000.00,10829.93,0.72,361.00,15.00,1815.00,0.40,7.09,0.36,711.79,3.69
0.50,-88.00,-4.00,29.00,15.00,1.00,10.42,10.04,14000.00,10751.97,0.77,384.00,14.00,1815.00,0.43,10.00,0.38,711.79,3.72
0.50,-85.00,-6.00,25.00,15.00,1.00,11.40,9.96,15000.00,10529.92,0.70,351.00,15.00,1815.00,0.44,14.11,0.35,711.79,3.80
0.50,-82.00,-5.00,9.00,6.00,1.00,10.03,10.07,70000.00,55859.79,0.80,399.00,70.00,1815.00,0.41,5.00,0.40,711.79,0.72
0.50,-69.00,-5.00,33.00,15.00,1.00,11.36,9.93,15000.00,10559.94,0.70,352.00,15.00,1815.00,0.33,-8.53,0.35,711.79,3.79
0.55,-70.00,-5.00,28.00,13.00,1.00,14.10,10.96,26000.00,14749.05,0.57,312.00,26.00,1815.00,0.29,-6.25,0.31,711.79,2.71
0.50,-80.00,-7.00,29.00,15.00,1.00,10.05,10.09,14000.00,11143.95,0.80,398.00,14.00,1815.00,0.37,-1.68,0.40,711.79,3.59
0.50,-66.00,-6.00,32.00,15.00,1.00,10.81,9.95,15000.00,11099.91,0.74,370.00,15.00,1815.00,0.34,-5.73,0.37,711.79,3.60
0.50,-88.00,-7.00,8.00,11.00,1.00,10.50,10.06,27000.00,20573.98,0.76,381.00,27.00,1815.00,0.50,15.06,0.38,711.79,1.94
0.50,-97.00,-8.00,7.00,12.00,1.00,3.06,10.91,7000.00,18283.92,2.61,1306.00,7.00,1815.00,2.20,20.12,1.31,711.79,2.19
0.95,-100.00,-9.00,4.00,7.00,28.00,4.79,10.77,11000.00,18375.71,1.67,1587.00,11.00,954.00,2.55,20.70,1.59,711.79,2.18
0.50,-99.00,-9.00,1.00,6.00,28.00,4.13,9.38,29000.00,56143.75,1.94,968.00,29.00,954.00,1.56,20.75,0.97,711.79,0.71
0.50,-93.00,-6.00,14.00,11.00,28.00,6.45,9.64,16000.00,19839.92,1.24,620.00,16.00,954.00,0.83,17.55,0.62,711.79,2.02
0.50,-93.00,-7.00,5.00,9.00,28.00,6.44,10.01,23000.00,28565.88,1.24,621.00,23.00,954.00,0.89,18.69,0.62,711.79,1.40
0.55,-77.00,-5.00,21.00,12.00,28.00,6.84,11.02,15000.00,17536.30,1.17,643.00,15.00,954.00,0.44,8.92,0.64,711.79,2.28
0.50,-73.00,-5.00,24.00,15.00,28.00,7.10,9.91,10000.00,11259.96,1.13,563.00,10.00,954.00,0.31,-4.83,0.56,711.79,3.55
0.50,-66.00,-5.00,24.00,15.00,28.00,7.13,10.00,10000.00,11219.96,1.12,561.00,10.00,954.00,0.31,-4.62,0.56,711.79,3.57
0.55,-65.00,-5.00,21.00,15.00,28.00,7.14,11.06,10000.00,11199.96,1.12,616.00,10.00,954.00,0.34,-6.28,0.62,711.79,3.57
0.50,-57.00,-5.00,30.00,15.00,28.00,7.13,9.95,10000.00,11219.96,1.12,561.00,10.00,954.00,0.31,-13.00,0.56,711.79,3.57
0.50,-72.00,-7.00,11.00,15.00,28.00,5.76,10.14,8000.00,11119.95,1.39,695.00,8.00,954.00,0.42,0.67,0.69,711.79,3.60
0.50,-89.00,-6.00,29.00,12.00,1.00,10.31,9.69,22000.00,17071.96,0.78,388.00,22.00,1815.00,0.44,10.06,0.39,711.79,2.34
0.50,-87.00,-6.00,36.00,11.00,1.00,11.33,9.97,29000.00,20473.90,0.71,353.00,29.00,1815.00,0.40,10.25,0.35,711.79,1.95
