payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
6.05,-99.00,-6.00,23.00,11.00,12.00,6.97,125.15,18000.00,20665.69,1.15,6945.99,18.00,2135.00,10.86,18.61,6.95,974.08,1.94
0.55,-93.00,-11.00,17.00,14.00,12.00,10.14,4.40,17000.00,13414.48,0.79,434.00,17.00,2135.00,0.56,14.56,0.43,974.08,2.98
0.60,-100.00,-6.00,19.00,12.00,12.00,7.32,12.22,16000.00,17493.27,1.09,656.00,16.00,2135.00,1.11,20.30,0.66,974.08,2.29
0.50,-99.00,-6.00,22.00,12.00,12.00,8.20,9.83,18000.00,17567.94,0.98,488.00,18.00,2135.00,0.79,19.39,0.49,974.08,2.28
1.95,-69.00,-6.00,21.00,13.00,1.00,14.79,39.56,27000.00,14607.62,0.54,1055.00,27.00,1845.00,0.98,-1.39,1.06,974.08,3.65
0.95,-81.00,-7.00,16.00,8.00,1.00,18.81,18.35,82000.00,34871.36,0.43,404.00,82.00,1845.00,0.38,-0.76,0.40,974.08,1.53
1.35,-80.00,-9.00,27.00,15.00,8.00,19.32,27.14,26000.00,10765.88,0.41,559.00,26.00,1845.00,0.52,0.41,0.56,974.08,4.95
0.50,-76.00,-5.00,22.00,15.00,8.00,11.83,9.77,16000.00,10815.93,0.68,338.00,16.00,1845.00,0.31,-4.05,0.34,974.08,4.93
0.50,-76.00,-5.00,27.00,15.00,8.00,12.95,10.01,17000.00,10505.99,0.62,309.00,17.00,1845.00,0.28,-3.22,0.31,974.08,5.08
0.50,-78.00,-5.00,29.00,15.00,8.00,12.23,9.98,17000.00,11117.92,0.65,327.00,17.00,1845.00,0.36,6.80,0.33,974.08,4.80
0.50,-79.00,-6.00,28.00,15.00,8.00,12.01,9.99,16000.00,10655.92,0.67,333.00,16.00,1845.00,0.31,0.70,0.33,974.08,5.01
0.55,-74.00,-5.00,30.00,15.00,8.00,13.25,11.01,18000.00,10865.38,0.60,332.00,18.00,1845.00,0.31,-4.72,0.33,974.08,4.91
0.55,-84.00,-7.00,26.00,4.00,8.00,11.34,11.07,100000.00,70545.49,0.71,388.00,100.00,1845.00,0.44,10.61,0.39,974.08,0.76
0.70,-83.00,-7.00,19.00,11.00,8.00,14.74,13.99,37000.00,20085.64,0.54,380.00,37.00,1845.00,0.43,8.98,0.38,974.08,2.66
0.85,-75.00,-6.00,10.00,6.00,1.00,14.05,17.16,99000.00,56371.71,0.57,484.00,99.00,1845.00,0.53,6.95,0.48,974.08,0.95
0.75,-67.00,-5.00,26.00,15.00,1.00,13.99,15.03,19000.00,10867.93,0.57,429.00,19.00,1845.00,0.39,-3.73,0.43,974.08,4.91
0.50,-80.00,-7.00,33.00,11.00,4.00,9.90,9.87,25000.00,20199.92,0.81,404.00,25.00,1845.00,0.37,-1.68,0.40,974.08,2.64
0.60,-84.00,-5.00,25.00,14.00,4.00,10.71,12.00,18000.00,13439.98,0.75,448.00,18.00,1845.00,0.57,14.19,0.45,974.08,3.97
0.70,-87.00,-6.00,23.00,10.00,4.00,14.40,13.93,43000.00,23895.69,0.56,389.00,43.00,1845.00,0.51,15.11,0.39,974.08,2.23
0.55,-91.00,-6.00,26.00,8.00,4.00,13.54,10.95,59000.00,34863.54,0.59,325.00,59.00,1845.00,0.44,15.98,0.33,974.08,1.53
0.50,-93.00,-6.00,30.00,10.00,4.00,9.22,10.10,28000.00,24303.89,0.87,434.00,28.00,1845.00,0.49,10.73,0.43,974.08,2.19
0.50,-92.00,-6.00,28.00,10.00,4.00,9.71,9.98,29000.00,23895.92,0.82,412.00,29.00,1845.00,0.47,10.73,0.41,974.08,2.23
0.70,-100.00,-9.00,20.00,7.00,4.00,10.04,14.15,23000.00,18334.18,0.80,558.00,23.00,1845.00,0.94,20.12,0.56,974.08,2.91
5.55,-87.00,-11.00,22.00,12.00,8.00,13.48,113.79,29000.00,17206.60,0.59,3293.00,29.00,1845.00,4.23,14.69,3.29,974.08,4.65
0.65,-85.00,-11.00,21.00,13.00,8.00,12.15,10.08,22000.00,14486.07,0.66,428.00,22.00,1845.00,0.48,10.21,0.43,974.08,5.52
1.70,-88.00,-12.00,21.00,15.00,7.00,10.18,34.99,14000.00,11002.29,0.79,1336.00,14.00,1845.00,1.58,12.42,1.34,974.08,7.27
0.60,-89.00,-11.00,21.00,6.00,7.00,8.63,11.18,62000.00,57453.09,0.93,556.00,62.00,1845.00,0.66,12.64,0.56,974.08,1.39
6.05,-94.00,-11.00,7.00,6.00,7.00,13.52,124.04,95000.00,56198.88,0.59,3578.99,95.00,1845.00,5.87,19.61,3.58,974.08,0.95
4.90,-87.00,-6.00,16.00,11.00,5.00,27.61,95.80,68000.00,19706.08,0.29,1420.00,68.00,1845.00,1.97,16.25,1.42,974.08,2.71
