payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
6.05,-100.00,-10.00,-3.00,15.00,9.00,12.88,123.43,17000.00,10562.45,0.62,3759.00,17.00,1845.00,6.23,19.84,3.76,944.86,5.05
3.00,-82.00,-7.00,22.00,4.00,9.00,23.35,57.08,100000.00,34266.53,0.34,1028.00,100.00,1845.00,1.22,12.61,1.03,944.86,1.56
0.80,-81.00,-8.00,22.00,9.00,9.00,14.95,15.39,51000.00,27284.95,0.53,428.00,51.00,1845.00,0.40,-1.17,0.43,944.86,1.95
0.55,-82.00,-8.00,25.00,10.00,9.00,12.09,10.90,37000.00,24487.09,0.66,364.00,37.00,1845.00,0.45,13.42,0.36,944.86,2.18
0.55,-78.00,-7.00,26.00,12.00,9.00,10.00,11.17,21000.00,16800.00,0.80,440.00,21.00,1845.00,0.41,-0.95,0.44,944.86,3.17
0.55,-81.00,-7.00,24.00,7.00,9.00,14.38,10.83,33000.00,18359.98,0.56,306.00,33.00,1845.00,0.28,-1.76,0.31,944.86,2.90
0.50,-79.00,-10.00,27.00,4.00,9.00,12.38,9.96,100000.00,64600.00,0.65,323.00,100.00,1845.00,0.30,1.30,0.32,944.86,0.83
0.55,-69.00,-6.00,36.00,15.00,9.00,13.88,11.00,19000.00,10950.85,0.58,317.00,19.00,1845.00,0.29,-9.59,0.32,944.86,4.87
0.50,-68.00,-6.00,28.00,15.00,9.00,13.79,9.97,18000.00,10439.93,0.58,290.00,18.00,1845.00,0.27,-9.34,0.29,944.86,5.11
0.55,-69.00,-8.00,26.00,7.00,9.00,10.53,11.18,25000.00,18999.85,0.76,418.00,25.00,1845.00,0.39,-1.20,0.42,944.86,2.81
1.40,-83.00,-5.00,33.00,15.00,11.00,13.88,28.39,19000.00,10952.11,0.58,807.00,19.00,2135.00,0.96,12.59,0.81,944.86,7.30
0.55,-79.00,-5.00,27.00,15.00,11.00,9.82,10.65,13000.00,10589.05,0.81,448.00,13.00,2135.00,0.48,6.16,0.45,944.86,7.55
0.50,-81.00,-8.00,23.00,14.00,11.00,10.70,9.87,18000.00,13463.98,0.75,374.00,18.00,2135.00,0.35,-0.65,0.37,944.86,5.94
0.60,-71.00,-5.00,29.00,15.00,11.00,10.98,12.11,15000.00,10924.98,0.73,437.00,15.00,2135.00,0.40,-5.17,0.44,944.86,7.32
0.55,-78.00,-8.00,23.00,15.00,11.00,9.76,11.04,13000.00,10659.96,0.82,451.00,13.00,2135.00,0.42,0.20,0.45,944.86,7.50
0.50,-80.00,-8.00,29.00,14.00,11.00,10.34,9.91,17000.00,13157.89,0.77,387.00,17.00,2135.00,0.36,0.93,0.39,944.86,6.08
0.50,-78.00,-5.00,30.00,14.00,11.00,10.53,9.99,17000.00,12919.90,0.76,380.00,17.00,2135.00,0.42,7.55,0.38,944.86,6.19
0.60,-82.00,-5.00,30.00,15.00,11.00,10.55,12.21,14000.00,10616.62,0.76,455.00,14.00,2135.00,0.52,11.03,0.45,944.86,7.54
