payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
0.65,-97.00,-7.00,32.00,12.00,13.00,7.45,13.70,16000.00,17181.46,1.07,698.00,16.00,1750.00,0.00,0.00,0.70,698.78,3.10
0.95,-96.00,-6.00,32.00,12.00,13.00,10.23,19.00,22000.00,17206.32,0.78,743.00,22.00,1750.00,0.00,0.00,0.74,698.78,3.10
0.60,-99.00,-7.00,28.00,9.00,13.00,10.62,11.70,37000.00,27873.25,0.75,452.00,37.00,1750.00,0.00,0.00,0.45,698.78,1.91
0.95,-102.00,-8.00,24.00,15.00,13.00,6.93,19.65,9000.00,10383.12,1.15,1096.00,9.00,1750.00,0.00,0.00,1.10,698.78,5.14
0.55,-102.00,-7.00,29.00,14.00,13.00,6.61,10.57,11000.00,13319.95,1.21,666.00,11.00,1750.00,0.00,0.00,0.67,698.78,4.00
0.75,-90.00,-6.00,27.00,15.00,13.00,10.07,14.92,14000.00,11125.24,0.79,596.00,14.00,1750.00,0.00,0.00,0.60,698.78,4.79
1.70,-74.00,-6.00,30.00,15.00,2.00,11.62,34.56,16000.00,11011.70,0.69,1170.00,16.00,1750.00,0.00,0.00,1.17,698.78,3.63
0.60,-75.00,-6.00,23.00,15.00,2.00,10.02,11.31,14000.00,11176.64,0.80,479.00,14.00,1750.00,0.00,0.00,0.48,698.78,4.77
0.55,-81.00,-5.00,35.00,12.00,2.00,10.30,10.94,22000.00,17079.92,0.78,427.00,22.00,1750.00,0.00,0.00,0.43,698.78,3.12
0.60,-100.00,-5.00,27.00,10.00,2.00,4.43,12.70,14000.00,25293.24,1.81,1084.00,14.00,1750.00,0.00,0.00,1.08,698.78,2.11
1.35,-86.00,-5.00,29.00,15.00,11.00,14.10,26.64,19000.00,10780.68,0.57,766.00,19.00,1750.00,0.00,0.00,0.77,698.78,4.95
1.10,-87.00,-5.00,22.00,13.00,7.00,14.22,21.87,26000.00,14630.89,0.56,619.00,26.00,1750.00,0.00,0.00,0.62,698.78,3.65
0.55,-79.00,-6.00,25.00,15.00,7.00,12.72,10.72,17000.00,10694.51,0.63,346.00,17.00,1750.00,0.00,0.00,0.35,698.78,4.99
0.50,-68.00,-6.00,38.00,15.00,2.00,9.76,10.08,13000.00,10659.96,0.82,410.00,13.00,1750.00,0.00,0.00,0.41,698.78,5.00
0.50,-80.00,-5.00,40.00,15.00,2.00,9.24,10.04,13000.00,11257.96,0.87,433.00,13.00,1750.00,0.00,0.00,0.43,698.78,4.74
0.55,-72.00,-5.00,39.00,15.00,2.00,9.57,11.02,13000.00,10872.69,0.84,460.00,13.00,1750.00,0.00,0.00,0.46,698.78,4.91
0.50,-74.00,-5.00,32.00,15.00,2.00,8.73,9.99,12000.00,10991.96,0.92,458.00,12.00,1750.00,0.00,0.00,0.46,698.78,4.85
3.60,-87.00,-5.00,21.00,12.00,16.00,20.90,72.88,44000.00,16842.19,0.38,1378.00,44.00,1750.00,0.00,0.00,1.38,698.78,3.17
0.55,-79.00,-5.00,29.00,15.00,16.00,12.64,9.97,17000.00,10756.35,0.63,348.00,17.00,1750.00,0.00,0.00,0.35,698.78,4.96
0.55,-73.00,-5.00,27.00,15.00,16.00,15.17,10.93,21000.00,11072.66,0.53,290.00,21.00,1750.00,0.00,0.00,0.29,698.78,4.82
0.50,-76.00,-6.00,29.00,15.00,1.00,15.38,9.99,21000.00,10919.94,0.52,260.00,21.00,1750.00,0.00,0.00,0.26,698.78,4.88
0.55,-83.00,-5.00,22.00,12.00,1.00,11.70,11.13,25000.00,17090.80,0.68,376.00,25.00,1750.00,0.00,0.00,0.38,698.78,3.12
6.05,-90.00,-5.00,10.00,15.00,58.00,22.83,122.05,31000.00,10862.76,0.35,2120.00,31.00,1750.00,0.00,0.00,2.12,698.78,4.91
1.75,-95.00,-6.00,19.00,15.00,42.00,18.32,33.61,25000.00,10914.23,0.44,764.00,25.00,1750.00,0.00,0.00,0.76,698.78,4.89
0.65,-82.00,-6.00,30.00,15.00,10.00,10.51,12.75,14000.00,10661.49,0.76,495.00,14.00,1750.00,0.00,0.00,0.49,698.78,5.00
3.60,-86.00,-5.00,22.00,14.00,5.00,19.53,72.96,32000.00,13111.06,0.41,1475.00,32.00,1750.00,0.00,0.00,1.47,698.78,4.07
1.00,-91.00,-8.00,13.00,15.00,5.00,5.42,20.84,7000.00,10331.97,1.48,1476.00,7.00,1750.00,0.00,0.00,1.48,698.78,5.16
1.90,-68.00,-6.00,18.00,15.00,2.00,11.67,37.56,16000.00,10972.62,0.69,1303.01,16.00,1750.00,0.00,0.00,1.30,698.78,4.86
