payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
5.15,-80.00,-8.00,25.00,14.00,6.00,15.70,105.89,26000.00,13252.37,0.51,2625.00,26.00,1750.00,0.00,0.00,2.62,770.76,4.02
0.65,-78.00,-5.00,27.00,14.00,1.00,9.94,10.85,16000.00,12873.79,0.80,523.00,16.00,1750.00,0.00,0.00,0.52,770.76,3.11
0.85,-74.00,-6.00,25.00,15.00,3.00,10.56,17.12,14000.00,10607.07,0.76,644.00,14.00,1750.00,0.00,0.00,0.64,770.76,5.03
1.95,-107.00,-7.00,16.00,9.00,9.00,11.17,40.84,38000.00,27204.07,0.72,1396.01,38.00,1750.00,0.00,0.00,1.40,770.76,1.96
0.60,-89.00,-5.00,27.00,15.00,11.00,14.91,9.82,20000.00,10733.28,0.54,322.00,20.00,1750.00,0.00,0.00,0.32,770.76,4.97
0.70,-91.00,-6.00,27.00,12.00,11.00,15.01,14.05,33000.00,17584.17,0.53,373.00,33.00,1750.00,0.00,0.00,0.37,770.76,3.03
1.15,-68.00,-6.00,36.00,15.00,2.00,13.67,23.33,18000.00,10533.86,0.59,673.00,18.00,1750.00,0.00,0.00,0.67,770.76,5.06
0.50,-79.00,-6.00,33.00,15.00,2.00,9.24,9.74,13000.00,11257.96,0.87,433.00,13.00,1750.00,0.00,0.00,0.43,770.76,4.74
0.55,-73.00,-5.00,36.00,15.00,2.00,12.90,10.90,17000.00,10539.94,0.62,341.00,17.00,1750.00,0.00,0.00,0.34,770.76,5.06
0.50,-72.00,-6.00,32.00,15.00,2.00,10.78,10.03,15000.00,11129.97,0.74,371.00,15.00,1750.00,0.00,0.00,0.37,770.76,4.79
0.55,-84.00,-6.00,22.00,12.00,5.00,11.67,11.00,25000.00,17136.35,0.69,377.00,25.00,1750.00,0.00,0.00,0.38,770.76,3.11
2.65,-89.00,-6.00,21.00,15.00,5.00,16.64,54.04,22000.00,10576.54,0.48,1274.00,22.00,1750.00,0.00,0.00,1.27,770.76,5.04
0.50,-80.00,-5.00,25.00,15.00,13.00,17.39,8.78,24000.00,11039.94,0.46,230.00,24.00,1750.00,0.00,0.00,0.23,770.76,4.83
0.50,-80.00,-5.00,29.00,15.00,13.00,17.94,10.02,24000.00,10703.95,0.45,223.00,24.00,1750.00,0.00,0.00,0.22,770.76,4.98
1.10,-75.00,-7.00,27.00,15.00,3.00,19.21,22.24,26000.00,10825.44,0.42,458.00,26.00,1750.00,0.00,0.00,0.46,770.76,4.93
0.60,-87.00,-5.00,33.00,15.00,3.00,13.71,11.88,18000.00,10499.99,0.58,350.00,18.00,1750.00,0.00,0.00,0.35,770.76,5.08
0.65,-97.00,-5.00,24.00,13.00,3.00,15.48,12.97,28000.00,14473.84,0.52,336.00,28.00,1750.00,0.00,0.00,0.34,770.76,3.68
1.45,-73.00,-7.00,33.00,14.00,10.00,7.41,30.35,12000.00,12959.94,1.08,1566.00,12.00,880.00,0.00,0.00,1.57,770.76,4.12
6.05,-101.00,-9.00,5.00,15.00,13.00,14.26,122.88,19000.00,10661.95,0.56,3395.00,19.00,1750.00,0.00,0.00,3.40,770.76,5.00
6.05,-93.00,-8.00,6.00,15.00,5.00,7.34,124.28,10000.00,10899.14,1.09,6594.00,10.00,1750.00,0.00,0.00,6.59,770.76,4.89
2.25,-88.00,-7.00,18.00,15.00,4.00,14.00,39.60,19000.00,10859.55,0.57,1286.00,19.00,1750.00,0.00,0.00,1.29,770.76,4.91
