payload_mb,rsrp,rsrq,sinr,cqi,ta,dataRate_mbits,aoi_s,nPRBs,nPRBs_per_mb,duration_per_mb,nTTIs,nPRBs_perTTI,f,powerConsumption,txPower,duration,totalTime,spectral_efficiency
0.70,-99.00,-6.00,29.00,10.00,13.00,19.38,14.47,58000.00,23945.67,0.41,289.00,58.00,1750.00,0.00,0.00,0.29,710.00,2.23
0.50,-95.00,-6.00,34.00,11.00,13.00,9.15,10.15,23000.00,20101.93,0.87,437.00,23.00,1750.00,0.00,0.00,0.44,710.00,2.65
2.25,-87.00,-6.00,22.00,15.00,7.00,26.51,44.96,36000.00,10863.95,0.30,679.00,36.00,1750.00,0.00,0.00,0.68,710.00,4.91
0.60,-90.00,-7.00,22.00,12.00,7.00,18.11,11.59,39000.00,17224.91,0.44,265.00,39.00,1750.00,0.00,0.00,0.26,710.00,3.10
0.85,-78.00,-6.00,24.00,15.00,1.00,21.25,17.06,29000.00,10917.60,0.38,320.00,29.00,1750.00,0.00,0.00,0.32,710.00,3.66
1.20,-80.00,-7.00,25.00,15.00,4.00,22.97,24.09,31000.00,10798.29,0.35,418.00,31.00,1750.00,0.00,0.00,0.42,710.00,4.94
1.95,-101.00,-6.00,26.00,15.00,4.00,10.34,40.20,14000.00,10826.59,0.77,1508.00,14.00,1750.00,0.00,0.00,1.51,710.00,4.93
0.55,-90.00,-5.00,36.00,15.00,10.00,7.37,10.02,10000.00,10854.51,1.09,597.00,10.00,1750.00,0.00,0.00,0.60,710.00,4.91
0.60,-87.00,-6.00,34.00,12.00,10.00,8.63,12.03,19000.00,17606.59,0.93,556.00,19.00,1750.00,0.00,0.00,0.56,710.00,3.03
0.50,-75.00,-5.00,32.00,15.00,4.00,9.17,9.83,13000.00,11335.95,0.87,436.00,13.00,1750.00,0.00,0.00,0.44,710.00,4.70
0.55,-70.00,-5.00,33.00,15.00,2.00,9.54,10.98,13000.00,10896.33,0.84,461.00,13.00,1750.00,0.00,0.00,0.46,710.00,4.89
0.55,-71.00,-5.00,39.00,15.00,2.00,12.36,10.87,17000.00,11003.59,0.65,356.00,17.00,1750.00,0.00,0.00,0.36,710.00,4.85
0.60,-79.00,-5.00,34.00,15.00,2.00,10.60,12.10,14000.00,10569.93,0.75,453.00,14.00,1750.00,0.00,0.00,0.45,710.00,5.05
0.85,-89.00,-6.00,23.00,3.00,5.00,12.06,17.13,100000.00,66352.60,0.66,564.00,100.00,1750.00,0.00,0.00,0.56,710.00,0.80
0.70,-86.00,-5.00,19.00,15.00,5.00,0.21,40.19,1000.00,37362.75,37.36,26154.04,1.00,1750.00,0.00,0.00,26.15,710.00,1.43
2.65,-74.00,-6.00,30.00,15.00,7.00,16.05,39.26,22000.00,10966.76,0.50,1321.00,22.00,1750.00,0.00,0.00,1.32,710.00,4.86
0.50,-73.00,-5.00,29.00,15.00,7.00,15.04,8.93,21000.00,11171.92,0.53,266.00,21.00,1750.00,0.00,0.00,0.27,710.00,4.77
0.55,-76.00,-5.00,30.00,12.00,1.00,13.33,11.06,29000.00,17399.91,0.60,330.00,29.00,1750.00,0.00,0.00,0.33,710.00,3.07
0.50,-77.00,-5.00,29.00,15.00,1.00,10.55,10.07,14000.00,10611.99,0.76,379.00,14.00,1750.00,0.00,0.00,0.38,710.00,5.03
4.15,-96.00,-8.00,25.00,10.00,8.00,5.57,88.63,17000.00,24430.77,1.44,5964.01,17.00,1750.00,0.00,0.00,5.96,710.00,2.18
4.70,-89.00,-5.00,31.00,11.00,10.00,8.25,92.64,21000.00,20374.38,0.97,4560.00,21.00,1750.00,0.00,0.00,4.56,710.00,2.62
6.05,-87.00,-6.00,16.00,11.00,4.00,14.00,119.88,35000.00,19993.29,0.57,3455.99,35.00,1750.00,0.00,0.00,3.46,710.00,2.67
